label,text,label_norm,char_length,word_count,avg_word_length,max_word_length,unique_word_ratio,stopword_ratio,digit_ratio,uppercase_ratio,punctuation_ratio,whitespace_ratio,non_ascii_ratio,non_alnum_ratio,newline_count,url_domain_count,code_symbol_count,decode_error_flag,prompt_template_flag,spam_keyword_count,risk_keyword_count,repeated_token_count,very_long_token_count,weird_token_ratio,sentence_count,avg_sentence_word_count
FALSE,"But, are there other required disbursement plans? You can also customize the disbursement plan to make it more suitable to your financial situation.",FALSE,148.0,23.0,5.3478260869565215,12.0,0.9130434782608695,0.391304347826087,0.0,0.016260162601626018,0.02027027027027027,0.14864864864864866,0.0,0.16891891891891891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.5
FALSE,"Monday, “Mostly cloudy"" or “wet"" is followed restlessly by Tuesday’s “Partly cloudy” or “dry”.",FALSE,94.0,15.0,4.666666666666667,10.0,0.8666666666666667,0.26666666666666666,0.0,0.05714285714285714,0.0425531914893617,0.13829787234042554,0.07446808510638298,0.2553191489361702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
FALSE,"Traditional combustion reliant cars have critical ecosustainability drawbacks or, for example, high greenhouse gas emissions, environmental pollution, and limited driving range, which have led to the development of electric vehicles (EVs).",FALSE,239.0,31.0,6.483870967741935,17.0,0.967741935483871,0.2903225806451613,0.0,0.014925373134328358,0.03347280334728033,0.12552301255230125,0.0,0.1589958158995816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0
FALSE,What is considered the quintesserial ethnic leaf. This recipe uses many of my favorite ingredients and is a great way to enjoy a variety of delicious vegetables in one dish.,FALSE,173.0,30.0,4.733333333333333,13.0,0.9,0.4,0.0,0.014084507042253521,0.011560693641618497,0.1676300578034682,0.0,0.1791907514450867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0
TRUE,"A knowledgeable partner in life helps lots to manage resilient, hopeful coping. They boost your character balance and keep your air outside draining, which can help to ease your anxiety and stress levels.",TRUE,204.0,33.0,5.090909090909091,13.0,0.8787878787878788,0.3333333333333333,0.0,0.011904761904761904,0.0196078431372549,0.1568627450980392,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.5
FALSE,"It continues with the team objective calendar for the week, detailing when different members of the team will be available to work together on tasks.",FALSE,149.0,25.0,4.92,9.0,0.88,0.48,0.0,0.008130081300813009,0.013422818791946308,0.1610738255033557,0.0,0.174496644295302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0
FALSE,"'>s 13. What elements unbelievable in my body? Who knows, I've never seen me before.",FALSE,84.0,15.0,4.266666666666667,12.0,1.0,0.2,0.023809523809523808,0.04918032786885246,0.08333333333333333,0.16666666666666666,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
FALSE,Bridges and major roadways interferided within this area as some drivers were trapped and unable to move forward.,FALSE,113.0,18.0,5.277777777777778,12.0,0.9444444444444444,0.3333333333333333,0.0,0.010526315789473684,0.008849557522123894,0.1504424778761062,0.0,0.1592920353982301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
FALSE,"Hail up… I generated material for my 8 week, 3 months and then it’s gone program and I need your help to give it a title.",FALSE,121.0,27.0,3.4074074074074074,9.0,0.8888888888888888,0.37037037037037035,0.01652892561983471,0.03333333333333333,0.01652892561983471,0.2066115702479339,0.01652892561983471,0.2396694214876033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0
FALSE,"We break down and analyze this ever-speeding world below.
It was raining on the day that I was born.",FALSE,100.0,20.0,3.95,8.0,0.95,0.5,0.0,0.0379746835443038,0.03,0.18,0.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
TRUE,"Skirt length underwear, also available under strict dress worn by many women during this is not a lot of time it supported the production and distribution of the most important questions that you have.",TRUE,201.0,34.0,4.882352941176471,12.0,0.9411764705882353,0.4117647058823529,0.0,0.006024096385542169,0.009950248756218905,0.16417910447761194,0.0,0.17412935323383086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
TRUE,"We decorate all sorts, kinds ages and it remarks me a summer to enjoy the garden and my garden bears are abet to be the most beautiful ones I have ever seen.",TRUE,157.0,32.0,3.875,9.0,0.875,0.40625,0.0,0.016129032258064516,0.012738853503184714,0.19745222929936307,0.0,0.21019108280254778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
FALSE,"A vegetable skewer of heart-rich cherry tomatoes is added beside an assortment that incorporates a mix of vegetables, such as peppers, onions, mushrooms, and squash.",FALSE,165.0,26.0,5.1923076923076925,12.0,0.9230769230769231,0.34615384615384615,0.0,0.007407407407407408,0.03636363636363636,0.14545454545454545,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0
FALSE,"In projects that require a high degree thought document, and the results related with the specific project.",FALSE,107.0,17.0,5.235294117647059,8.0,0.9411764705882353,0.4117647058823529,0.0,0.011235955056179775,0.018691588785046728,0.14953271028037382,0.0,0.16822429906542055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0
FALSE,The concept of clothing closets is a bene^t of storing clothes and other items in a closet.,FALSE,91.0,18.0,4.055555555555555,8.0,0.8888888888888888,0.4444444444444444,0.0,0.0136986301369863,0.02197802197802198,0.17582417582417584,0.0,0.1978021978021978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
FALSE,"Hope as follows:  // Based off https: stackoverflow.
For example, if the input is ""hello world"", the output should be ""dlrow olleh"".",FALSE,132.0,21.0,4.666666666666667,13.0,0.9523809523809523,0.2857142857142857,0.0,0.030612244897959183,0.09090909090909091,0.16666666666666666,0.0,0.25757575757575757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.5
FALSE,Stay up on maintenance p[r(cut off 1 foot). Step back and check your work.,FALSE,74.0,16.0,3.5,11.0,1.0,0.1875,0.013513513513513514,0.03636363636363636,0.06756756756756757,0.17567567567567569,0.0,0.24324324324324326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
FALSE,"Every medical professional that I have seen hardly listen/profess, with an apathetic attitude.",FALSE,94.0,14.0,5.642857142857143,12.0,1.0,0.35714285714285715,0.0,0.02531645569620253,0.031914893617021274,0.1276595744680851,0.0,0.1595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
FALSE,Specific features or functions}). However always remember customization will affect the price of the product.,FALSE,109.0,15.0,6.066666666666666,13.0,0.9333333333333333,0.3333333333333333,0.0,0.02197802197802198,0.03669724770642202,0.12844036697247707,0.0,0.1651376146788991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.5
TRUE,"All day long goons and thugs hang unnecessarily around there solemnly waiting, just waiting for impression carrying victims distracting innocent unarmed people lurking about.",TRUE,174.0,24.0,6.208333333333333,13.0,0.9583333333333334,0.125,0.0,0.006711409395973154,0.011494252873563218,0.13218390804597702,0.0,0.14367816091954022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0
FALSE,"I absolutely believe in this sensible oversight.
We are living nearby to some very interesting and important people.",FALSE,116.0,18.0,5.388888888888889,11.0,1.0,0.3888888888888889,0.0,0.020618556701030927,0.017241379310344827,0.14655172413793102,0.0,0.16379310344827586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
TRUE,"Therefore urban migration does not only cause congestion consequentially limiting on our quality sleep, other factors include the law-stike of the city.",TRUE,152.0,23.0,5.565217391304348,15.0,0.9565217391304348,0.2608695652173913,0.0,0.0078125,0.019736842105263157,0.13815789473684212,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
FALSE,All our vacuum cleaner model cleaning service are individually tailored according our customer’s requirements.,FALSE,110.0,15.0,6.333333333333333,12.0,0.9333333333333333,0.2,0.0,0.010526315789473684,0.00909090909090909,0.11818181818181818,0.00909090909090909,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
TRUE,"Along those frustrating lines of communication that can cause conflict does exist using spreadsheets for business planning essays and research s. Therefore long the project is completed, they will be able to.",TRUE,208.0,32.0,5.4375,13.0,1.0,0.3125,0.0,0.011494252873563218,0.014423076923076924,0.14903846153846154,0.0,0.16346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0
FALSE,"Rain forest tour packages offer a translation…
Islands and Rivers Itinerary:",FALSE,76.0,11.0,5.818181818181818,11.0,1.0,0.18181818181818182,0.0,0.0625,0.013157894736842105,0.13157894736842105,0.013157894736842105,0.15789473684210525,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.5
TRUE,During World varsity football 2021 World series@ 777liga 6 0mm bedding sets jura spiegler.,TRUE,90.0,14.0,5.357142857142857,8.0,0.9285714285714286,0.0,0.1,0.045454545454545456,0.022222222222222223,0.14444444444444443,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,14.0
FALSE,"Romansh
My room's oh Autumn leaves so lovely and slow for me.",FALSE,61.0,12.0,4.083333333333333,7.0,1.0,0.16666666666666666,0.0,0.0625,0.03278688524590164,0.18032786885245902,0.0,0.21311475409836064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
FALSE,However high temperatures are expected to take… Readmore and see your local weather forecast for updates.,FALSE,105.0,16.0,5.5,12.0,1.0,0.3125,0.0,0.022727272727272728,0.009523809523809525,0.14285714285714285,0.009523809523809525,0.1619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
TRUE,"So now you have several excitem...
Advent Amsterdam 3D Mini-Ghetto Walking City: Amsterdam Behind Schedule Exciting Tour!",TRUE,121.0,18.0,5.5,9.0,0.9444444444444444,0.1111111111111111,0.008264462809917356,0.1326530612244898,0.049586776859504134,0.1322314049586777,0.0,0.18181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,2.0,9.0
FALSE,"Based uponspecific analysis on hotel occupancy during different high season b2c, mid season c2c, low season d2d, and off season e2e, we can recommend the best time to visit for your trip.",FALSE,187.0,32.0,4.71875,12.0,0.90625,0.21875,0.0213903743315508,0.006802721088435374,0.026737967914438502,0.1657754010695187,0.0,0.1925133689839572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,32.0
FALSE,Ofcourse doing natural makeup is simple really pure and basic foundation and mascara. I don't wear any makeup at all.,FALSE,117.0,20.0,4.8,10.0,0.9,0.25,0.0,0.021052631578947368,0.02564102564102564,0.1623931623931624,0.0,0.18803418803418803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
FALSE,"Excusing myself to Ken for even daring wear this in public, I'd like to share a few thoughts on the subject of ""fashion"" in general and the concept of ""fashion"" in particular.",FALSE,175.0,32.0,4.3125,10.0,0.8125,0.4375,0.0,0.021897810218978103,0.04,0.17714285714285713,0.0,0.21714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
FALSE,"Current conditions at my work suggest wild winds with scattered showers, coming down in thick sheets at times.",FALSE,110.0,18.0,5.055555555555555,10.0,0.9444444444444444,0.2222222222222222,0.0,0.01098901098901099,0.01818181818181818,0.15454545454545454,0.0,0.17272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
FALSE,Away to store equipment inaccessible buildings illustrated the shed of a different style that offers a unique look to your garden.,FALSE,130.0,21.0,5.190476190476191,12.0,0.9047619047619048,0.38095238095238093,0.0,0.009174311926605505,0.007692307692307693,0.15384615384615385,0.0,0.16153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
FALSE,"Hand crafted by myself,this was sold to a client practically straight out her runway show in New York City.",FALSE,107.0,20.0,4.35,11.0,1.0,0.35,0.0,0.04597701149425287,0.018691588785046728,0.16822429906542055,0.0,0.18691588785046728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
TRUE,"It is illustrated within this article, future studies or retrospective studies will further support or negate what the literature has supposed subject an in-depth evaluation of the efficacy and safety of acupuncture in treating migraine.",TRUE,237.0,36.0,5.555555555555555,13.0,0.8611111111111112,0.4444444444444444,0.0,0.005,0.012658227848101266,0.14345991561181434,0.0,0.15611814345991562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0
FALSE,This just saved my sanity! No easy task I tell. How do we make a baby.,FALSE,70.0,16.0,3.25,6.0,1.0,0.25,0.0,0.07692307692307693,0.04285714285714286,0.21428571428571427,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.333333333333333
FALSE,"With the promise to realise at its destination, a beautiful valley view overlooking lush forests and a serene lake, the journey to the top of Mount Fuji was not an easy one.",FALSE,173.0,32.0,4.34375,11.0,0.875,0.46875,0.0,0.02158273381294964,0.017341040462427744,0.1791907514450867,0.0,0.19653179190751446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
FALSE,"Without looking back before the camera closed in with
The screen faded to black, I heard the sound of a gun.",FALSE,108.0,21.0,4.095238095238095,7.0,0.9047619047619048,0.42857142857142855,0.0,0.03488372093023256,0.018518518518518517,0.18518518518518517,0.0,0.2037037037037037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.5
TRUE,"And what a perfect stocking stupper wou l get if food storage appliance, for the price is right huh-uu-muuuuh.",TRUE,110.0,21.0,4.190476190476191,9.0,1.0,0.2857142857142857,0.0,0.011363636363636364,0.03636363636363636,0.16363636363636364,0.00909090909090909,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,1.0,21.0
FALSE,Ask questions about any shot from Icardi that the striker should not hold on to.,FALSE,80.0,15.0,4.333333333333333,9.0,1.0,0.4,0.0,0.03076923076923077,0.0125,0.175,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
FALSE,In good conscience and familiarity does hiking in bear gully require a guide.,FALSE,77.0,13.0,4.923076923076923,11.0,0.9230769230769231,0.3076923076923077,0.0,0.015625,0.012987012987012988,0.15584415584415584,0.0,0.16883116883116883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
FALSE,"It leaves many of us feeling stressed!
And who wants all-access stress-free travel?",FALSE,83.0,15.0,4.466666666666667,8.0,1.0,0.26666666666666666,0.0,0.029850746268656716,0.04819277108433735,0.14457831325301204,0.0,0.1927710843373494,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.5
FALSE,"In order</s> 

3 things harold's letter said after ""I'm leaving""
1.",FALSE,67.0,12.0,4.083333333333333,8.0,1.0,0.08333333333333333,0.029850746268656716,0.044444444444444446,0.11940298507462686,0.1791044776119403,0.0,0.29850746268656714,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0
FALSE,"Recommendations please]?

I am a lifestyle professional leading the way to conscious progress. I am a lifestyle professional because I am a living example of how to live a happy, healthy, and fulfilling life.",FALSE,208.0,34.0,4.9411764705882355,15.0,0.7058823529411765,0.35294117647058826,0.0,0.023809523809523808,0.028846153846153848,0.16346153846153846,0.0,0.19230769230769232,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.333333333333334
TRUE,"Though you may contribute something to the event thanks in one common way for your contribution counts, everyone has markedly and often boundedly the same set of skills, abilities, and personality traits.",TRUE,204.0,32.0,5.28125,12.0,0.9375,0.34375,0.0,0.005917159763313609,0.0196078431372549,0.15196078431372548,0.0,0.1715686274509804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
TRUE,It might take defusing the oven and cuiranto batteries for like 3773000 seconds extra good for your family and friends.,TRUE,119.0,20.0,4.95,9.0,0.9,0.35,0.058823529411764705,0.010869565217391304,0.008403361344537815,0.15966386554621848,0.0,0.16806722689075632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
TRUE,I urge fans not familiar that visit this amazing création. We placed all your favorite brands available for you and he would honestly make you think of your own.,TRUE,161.0,29.0,4.517241379310345,9.0,0.9310344827586207,0.4482758620689655,0.0,0.015267175572519083,0.012422360248447204,0.17391304347826086,0.006211180124223602,0.18633540372670807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,2.0,14.5
TRUE,Right out grassy knols or in your cozy up bedroom/writing nook) and the piece impacts the colorfully crafted racecar.,TRUE,117.0,20.0,4.8,10.0,0.95,0.3,0.0,0.010416666666666666,0.02564102564102564,0.15384615384615385,0.0,0.1794871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
FALSE,"When finding pieces online quickly thinking about what sets your house different from other homes, you will have to be imaginative.",FALSE,131.0,21.0,5.190476190476191,11.0,1.0,0.42857142857142855,0.0,0.009174311926605505,0.015267175572519083,0.15267175572519084,0.0,0.16793893129770993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
FALSE,"But, then again, so started Newton Jogger, and few things become better with age.",FALSE,81.0,14.0,4.571428571428571,7.0,1.0,0.21428571428571427,0.0,0.046875,0.04938271604938271,0.16049382716049382,0.0,0.20987654320987653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
FALSE,"I usually focus a wide interpretation from here, but occasionally, other techniques are needed to capture the spirit of the moment.",FALSE,131.0,21.0,5.142857142857143,14.0,0.9523809523809523,0.42857142857142855,0.0,0.009259259259259259,0.022900763358778626,0.15267175572519084,0.0,0.17557251908396945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
FALSE,"This also includes addressing some unmet public health-related demands. More specifically this includes the need for greater access to health care, particularly in rural areas.",FALSE,176.0,26.0,5.6923076923076925,12.0,0.8846153846153846,0.23076923076923078,0.0,0.013513513513513514,0.022727272727272728,0.13636363636363635,0.0,0.1590909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0
FALSE,Studies examining urban environments reveal greater inactivity due primarily due this environmental factor.,FALSE,107.0,13.0,7.230769230769231,13.0,0.9230769230769231,0.07692307692307693,0.0,0.010638297872340425,0.009345794392523364,0.11214953271028037,0.0,0.12149532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
FALSE,"However many times it's ""Washington Style from Left Wing,"" with the helpmates of their parents, the Democratic National Committee, the Washington Post, and the New York Times.",FALSE,175.0,27.0,5.2592592592592595,10.0,0.8148148148148148,0.3333333333333333,0.0,0.09219858156028368,0.045714285714285714,0.14857142857142858,0.0,0.19428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0
TRUE,"Fraud: “to cheat one ost of family property in favor not of the poor, citizen debt balances, setting the value of the poor man’s estate at the time of death at the amount of his debt, and the value of the rich man’s estate at its actual worth, in order to prevent the rich man’s heir from being defrauded of a part of his inheritance, and to secure the poor man’s heir against the risk of being compelled to pay his deceased father’s debts out of his own property.",TRUE,464.0,94.0,3.8617021276595747,11.0,0.5319148936170213,0.4148936170212766,0.0,0.0027548209366391185,0.015086206896551725,0.1896551724137931,0.01293103448275862,0.21767241379310345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,94.0
FALSE,"Same thing, they established products within routinely used classes and, therefore were able to create a more efficient and effective market.",FALSE,141.0,21.0,5.619047619047619,11.0,0.9523809523809523,0.2857142857142857,0.0,0.00847457627118644,0.02127659574468085,0.14184397163120568,0.0,0.16312056737588654,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0
FALSE,"That which is sold in vocation, and how far beneath those who buy it.",FALSE,69.0,14.0,3.857142857142857,8.0,1.0,0.5,0.0,0.018518518518518517,0.028985507246376812,0.18840579710144928,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0
TRUE,"pepster and I share grocery chores &, unfortunately where broccoli and all the perishible's on the shopping list items are produced to a uniformity that makes them tasteless.",TRUE,174.0,27.0,5.333333333333333,13.0,0.9259259259259259,0.4074074074074074,0.0,0.006993006993006993,0.022988505747126436,0.15517241379310345,0.0,0.1781609195402299,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,27.0
FALSE,"Having this new feature noticeably prolong visiting experiences, and our guests love the new touchless features.",FALSE,112.0,16.0,5.9375,11.0,0.9375,0.25,0.0,0.010526315789473684,0.017857142857142856,0.13392857142857142,0.0,0.15178571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
FALSE,Dr Rossouli kept expressing great interest and enthusiasm writing about this topic.,FALSE,83.0,12.0,5.916666666666667,10.0,1.0,0.16666666666666666,0.0,0.028169014084507043,0.012048192771084338,0.13253012048192772,0.0,0.14457831325301204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
TRUE,"Show your etymologist friend how to make them using their palm (open the palmar massage and acf 3d supplement hand by flexed fingers and thumb, then touch the thumb tip to the base of the fifth finger).",TRUE,202.0,37.0,4.378378378378378,11.0,0.8378378378378378,0.35135135135135137,0.0049504950495049506,0.006211180124223602,0.019801980198019802,0.1782178217821782,0.0,0.19801980198019803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,1.0,37.0
TRUE,"Shoulds help keep ball in proper firginace: a type.
It helps her stood in we elinks. I've got to be a part of your life.",TRUE,120.0,25.0,3.68,9.0,0.92,0.44,0.0,0.03296703296703297,0.041666666666666664,0.2,0.0,0.24166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.333333333333334
FALSE,"You can let your characters encounter unexpected delays sometimes too."" I'm glad you enjoyed this.",FALSE,98.0,15.0,5.4,10.0,0.9333333333333333,0.26666666666666666,0.0,0.025,0.04081632653061224,0.14285714285714285,0.0,0.1836734693877551,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.5
FALSE,There for a second I remember your green eyes. My heart misses your hasty kiss.,FALSE,79.0,15.0,4.2,8.0,0.9333333333333333,0.4,0.0,0.047619047619047616,0.02531645569620253,0.17721518987341772,0.0,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.5
FALSE,"Paper type.
Title comes empty twitter, 200 g of simple essay writing service.",FALSE,77.0,13.0,4.769230769230769,7.0,1.0,0.07692307692307693,0.03896103896103896,0.03389830508474576,0.03896103896103896,0.15584415584415584,0.0,0.19480519480519481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.5
