text,true_label,pred_label,pred_prob_TRUE,error_type,confidence,char_length,word_count,avg_word_length,max_word_length,unique_word_ratio,stopword_ratio,digit_ratio,uppercase_ratio,punctuation_ratio,whitespace_ratio,non_ascii_ratio,non_alnum_ratio,newline_count,url_domain_count,code_symbol_count,decode_error_flag,prompt_template_flag,spam_keyword_count,risk_keyword_count,repeated_token_count,very_long_token_count,weird_token_ratio,sentence_count,avg_sentence_word_count
"First Social Media. Social Media Channels. What is Facebook Marketing? And on top through the internet, people can get to know what is going on in the world, and get to know their friends.",False,True,0.77298826,false_positive,0.77298826,188.0,34.0,4.382352941176471,9.0,0.7058823529411765,0.4117647058823529,0.0,0.06711409395973154,0.031914893617021274,0.17553191489361702,0.0,0.2074468085106383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.5
""")
puts message.to_s.endsWith?$? ? """":""..."") # remove trailing newline if present
puts message.",False,True,0.7036652,false_positive,0.7036652,95.0,11.0,5.818181818181818,8.0,0.8181818181818182,0.0,0.0,0.015873015873015872,0.21052631578947367,0.12631578947368421,0.0,0.3368421052631579,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,8.0,1.375
"Let us impress the audience once more
I'll start packing the room with the scent of flowers
I'll make sure they're all wearing their best clothes
And if they're not, I'll have them change into something better
I'll hire a band and I'll make sure they're playing all of their hits
I'll make sure the drinks are free and the music's loud
I'll make sure everyone's having a good time
I'll make sure the crowd is cheering for more
I'll make sure we're all dancing to the beat
I'll make sure the night goes on forever

I'll be the one who sets the mood
I'll be the one who keeps the party alive
I'll be the one who makes sure everyone's having fun
I'll be the one who makes sure the night never dies

I'll be the one who lights up the night
I'll be the one who keeps the party going strong
I'll be the one who keeps the vibe alive
I'll be the one who makes sure the night never goes.",False,True,0.7002385,false_positive,0.7002385,878.0,173.0,4.057803468208093,10.0,0.43352601156069365,0.32947976878612717,0.0,0.029542097488921712,0.030751708428246014,0.19817767653758542,0.0,0.22892938496583143,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,9.61111111111111
"==========""
        
message += """"""methods/script/smilify_the_day_04.js
// Copyright 2010 The Android Open Source Project

/**
 * Given a string, returns the length of the shortest word in it.",False,True,0.67459214,false_positive,0.67459214,192.0,24.0,5.375,18.0,0.9166666666666666,0.2916666666666667,0.03125,0.058333333333333334,0.15625,0.1875,0.0,0.34375,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,6.0,4.0
"Facade Design Manual Lee Woosng is one type information here is a lot of people who have been looking for, this photo is the best photo on this website.",False,True,0.6607999,false_positive,0.6607999,152.0,29.0,4.206896551724138,11.0,0.8620689655172413,0.41379310344827586,0.0,0.040983606557377046,0.013157894736842105,0.18421052631578946,0.0,0.19736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0
14 Teams of twelve players with infantry and riding abilities have entered combat in eight regions to secure $1MN prize money.,True,False,0.006221751,false_negative,0.9937782,126.0,21.0,4.9523809523809526,9.0,1.0,0.2857142857142857,0.023809523809523808,0.0297029702970297,0.015873015873015872,0.15873015873015872,0.0,0.1746031746031746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.047619047619047616,1.0,21.0
"How having others in it varies depending, rather, whenever someone wants it makes the learner feel threatened or inadequate."" He also adds, ""When the learner feels threatened or inadequate, the learner is less likely to want to learn.",True,False,0.006421977,false_negative,0.993578,234.0,38.0,4.973684210526316,10.0,0.7631578947368421,0.34210526315789475,0.0,0.015873015873015872,0.03418803418803419,0.1581196581196581,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0
"At certain temperatures the roast enhances specific coffee twigs that build flavors that complement the deep, chocolatey, rich; and creamy, buttery, nutty notes of the coffee.",True,False,0.0065677324,false_negative,0.9934323,175.0,26.0,5.538461538461538,12.0,0.8461538461538461,0.3076923076923077,0.0,0.006944444444444444,0.03428571428571429,0.14285714285714285,0.0,0.17714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0
"Our research team who are responsible of gathering materials and conclusions for the project are still behind on several goals, and there's nevertheless a question of exactly how long it will take to get to the conclusion of the project.",True,False,0.007483109,false_negative,0.9925169,237.0,40.0,4.9,12.0,0.8,0.475,0.0,0.005128205128205128,0.012658227848101266,0.16455696202531644,0.0,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0
"[DECODE ERROR] - The value for the ""decode"" parameter of the ""decode"" function is not valid.",True,False,0.0077149915,false_negative,0.992285,92.0,15.0,4.6,9.0,0.7333333333333333,0.4666666666666667,0.0,0.17391304347826086,0.08695652173913043,0.16304347826086957,0.0,0.25,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
"Whether personal preferences lean far-drawn toward down-to-vertical or across-the-cliff cleaning systems, few invest well enough in the best cleaning tools.",True,False,0.007835148,false_negative,0.99216485,156.0,25.0,5.2,11.0,0.92,0.2,0.0,0.007692307692307693,0.04487179487179487,0.12179487179487179,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0
[DECODE ERROR] - Error decoding the input stream.,True,False,0.008393436,false_negative,0.9916066,49.0,7.0,5.428571428571429,8.0,0.8571428571428571,0.14285714285714285,0.0,0.3157894736842105,0.08163265306122448,0.14285714285714285,0.0,0.22448979591836735,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0
"For an organized, confident ride at Draft Fiddle #7 we’ll head out from the parking at Woldson Rd and take the trail to the intersection of Woldson Rd and the Old North Fork Road.",True,False,0.009274701,false_negative,0.9907253,179.0,35.0,4.057142857142857,12.0,0.8,0.4,0.00558659217877095,0.07801418439716312,0.01675977653631285,0.18435754189944134,0.00558659217877095,0.20670391061452514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0
"If Amaris were going for three, maybe business, luxury hotel and casino next Saturday night in the port and heading inland, you’d be better off taking the train.",True,False,0.009506101,false_negative,0.9904939,161.0,29.0,4.448275862068965,8.0,0.9310344827586207,0.3103448275862069,0.0,0.023255813953488372,0.024844720496894408,0.16770186335403728,0.006211180124223602,0.19875776397515527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0
[DECODE ERROR] 2.,True,False,0.009771996,false_negative,0.990228,17.0,3.0,4.0,6.0,1.0,0.0,0.058823529411764705,1.0,0.17647058823529413,0.11764705882352941,0.0,0.29411764705882354,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
"Sub Menu Products Browse our carefully-by curated smidge and smoggle lines, featuring snack supplements from trusted brand name manufacturers.",True,False,0.010552409,false_negative,0.9894476,142.0,20.0,6.05,13.0,1.0,0.2,0.0,0.03305785123966942,0.02112676056338028,0.1267605633802817,0.0,0.14788732394366197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0
quotesquizzes.com Can the speaker hit his spitball fast enough throughout a game so that most pitches pass the ball by the catcher.,True,False,0.011758172,false_negative,0.98824185,131.0,23.0,4.695652173913044,13.0,0.9130434782608695,0.30434782608695654,0.0,0.009259259259259259,0.015267175572519083,0.16030534351145037,0.0,0.17557251908396945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.5
"🎂 Meanwhile in the US Senate chamber, soon-to-be-formers of ""the Squad"" make various noises and do little to nothing.",True,False,0.012211525,false_negative,0.9877885,117.0,21.0,4.333333333333333,9.0,0.9047619047619048,0.38095238095238093,0.0,0.054945054945054944,0.05982905982905983,0.15384615384615385,0.008547008547008548,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
So why do aspects that are critical or debatabbable elements are not addressed in the presented consideration? But whether it will take place or not will be decided by the person who has the power.,True,False,0.017172378,false_negative,0.9828276,197.0,35.0,4.6,13.0,0.8285714285714286,0.5428571428571428,0.0,0.012422360248447204,0.01015228426395939,0.17258883248730963,0.0,0.18274111675126903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.5
"What action recommendations does Gordon suggest after diligent consideration”? Answer: After considerable analysis of various possible ways to approach higher-margin problems on a global scale, Gordon suggests the following action recommendations.",True,False,0.021001903,false_negative,0.9789981,247.0,32.0,6.59375,15.0,0.875,0.1875,0.0,0.023696682464454975,0.020242914979757085,0.1214574898785425,0.004048582995951417,0.145748987854251,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0
"Friends
""It's incredible, we earn 598 dollars by selling our secret recipe for cooking mustard extract paste. It's a great deal.",True,False,0.02127406,false_negative,0.9787259,128.0,21.0,4.9523809523809526,10.0,0.9523809523809523,0.23809523809523808,0.0234375,0.030303030303030304,0.046875,0.15625,0.0,0.203125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0
"How spicy can this burger heat it all buy? Blend the cooked rice solids, cucumber (peeled), seasoned pecan pieces with the remaining 1/4 cup of water and the remaining 1/2 cup of broth.",True,False,0.022793738,false_negative,0.9772063,185.0,35.0,4.142857142857143,9.0,0.8285714285714286,0.2571428571428571,0.021621621621621623,0.014184397163120567,0.043243243243243246,0.17297297297297298,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,17.5
"Deviate menu items to your taste preferences or avoid listed ingredients available ahead of ordering your meal items.
How Does The Keto Morning Mistake Happel?
How Does The Keto Morning Mistake Happel.",True,False,0.024637125,false_negative,0.9753629,201.0,32.0,5.21875,11.0,0.71875,0.21875,0.0,0.08982035928143713,0.014925373134328358,0.15422885572139303,0.0,0.1691542288557214,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.666666666666666
"Online retail favors a different kind, but still exists via the complete online stores. Keeping up with fashion trends in 60s to present time is not an easy task.",True,False,0.03453513,false_negative,0.9654649,162.0,29.0,4.517241379310345,9.0,0.9655172413793104,0.3103448275862069,0.012345679012345678,0.015503875968992248,0.018518518518518517,0.1728395061728395,0.0,0.19135802469135801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,2.0,14.5
"Decide upon specific limiting principles that are reasonable while still generally achievable, such an amount or period of time versus ongoing effort or difficulty.

Once you’ve set these limits, it’s important to stick to them.",True,False,0.03930282,false_negative,0.9606972,228.0,37.0,5.054054054054054,10.0,0.9459459459459459,0.2972972972972973,0.0,0.0106951871657754,0.017543859649122806,0.15350877192982457,0.008771929824561403,0.17982456140350878,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.5
Surely as important research is to angle to discern quinomycin function inside the cell included the field that has been researched.,True,False,0.043851063,false_negative,0.9561489,132.0,21.0,5.285714285714286,10.0,0.9047619047619048,0.38095238095238093,0.0,0.009009009009009009,0.007575757575757576,0.15151515151515152,0.0,0.1590909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
"Not-so-scienty) research I condo, come swimming, you'll accomplish another goal. She reads avidly, and is fond of science fiction and fantasy.",True,False,0.046085417,false_negative,0.9539146,142.0,23.0,4.956521739130435,10.0,0.9565217391304348,0.30434782608695654,0.0,0.02654867256637168,0.06338028169014084,0.14084507042253522,0.0,0.20422535211267606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.5
"SCSI architecture refers to certain features included High data dependent technology, high level of fit between between primary and between nonparallel data transfer.",True,False,0.04816794,false_negative,0.95183206,166.0,23.0,6.173913043478261,12.0,0.8260869565217391,0.13043478260869565,0.0,0.035211267605633804,0.012048192771084338,0.13253012048192772,0.0,0.14457831325301204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0
"These findings differ profoundly from those observed among actors and provide other insights for plant biosis and evolution insights. In the process-based analysis of how the metabolic network of a plant species is constructed, it was discovered that the metabolic network of a plant species is a complex system that is capable of self-organization, which is a key characteristic of living systems.",True,False,0.049899325,false_negative,0.95010066,398.0,64.0,5.171875,14.0,0.6875,0.40625,0.0,0.006042296072507553,0.01507537688442211,0.15326633165829145,0.0,0.16834170854271358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0
"What is lost of the time is used"",
        objects=[""food"", True], verbosity=0)

      to_buy_str = items_to_string(to_buy)

      if to_buy_str.",True,False,0.0510911,false_negative,0.9489089,145.0,18.0,5.166666666666667,15.0,0.8888888888888888,0.2777777777777778,0.006896551724137931,0.023529411764705882,0.15172413793103448,0.25517241379310346,0.0,0.4068965517241379,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,4.0,4.5
It tickLES ME when those tiny little green weevilllettes crawl out of them. and flutter around in a neftiful dance.,True,False,0.0692839,false_negative,0.9307161,115.0,20.0,4.7,13.0,1.0,0.35,0.0,0.06382978723404255,0.017391304347826087,0.16521739130434782,0.0,0.1826086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
"What are blackjack etiquette?
Blackjack, also spelled Deeck Shot or simply Deeble, is cut amp, high-style hand prediction game played with one or more decks of 52 playing cards.",True,False,0.07527322,false_negative,0.9247268,177.0,30.0,4.766666666666667,10.0,0.9333333333333333,0.23333333333333334,0.011299435028248588,0.03546099290780142,0.03389830508474576,0.15819209039548024,0.0,0.192090395480226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0
"One particular highlight very close to his mom Katy Perry loves won’t even be viewed by her. She might point by pointing to it, but she won’t view it.",True,False,0.07542742,false_negative,0.9245726,150.0,31.0,3.774193548387097,10.0,0.8064516129032258,0.3870967741935484,0.0,0.03418803418803419,0.02,0.18666666666666668,0.013333333333333334,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.5
relatively fixed to the allocated objects as slack was too much or too compared to device-mapper routines. Object oriented design is a technique for organizing and structuring code that is based on objects and classes.,True,False,0.08379032,false_negative,0.9162097,218.0,36.0,5.027777777777778,11.0,0.8611111111111112,0.3888888888888889,0.0,0.0055248618784530384,0.013761467889908258,0.1559633027522936,0.0,0.16972477064220184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0
So gather inspiration online quickly and securely there's Alexa! This app transforms the Echo Spot with circulating music directly into your home.,True,False,0.083835244,false_negative,0.91616476,146.0,22.0,5.590909090909091,11.0,1.0,0.22727272727272727,0.0,0.040983606557377046,0.02054794520547945,0.14383561643835616,0.0,0.1643835616438356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0
"What planning processes can one initiate should I require'?""}\
user:{s} {""assistant,""/s}  

The above response indicates the user wants to know if there is any specific planning process they can initiate in order to achieve their goal.",True,False,0.09071216,false_negative,0.9092878,235.0,38.0,4.7894736842105265,9.0,0.8157894736842105,0.2894736842105263,0.0,0.016483516483516484,0.06382978723404255,0.16170212765957448,0.0,0.225531914893617,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.5
"what would be cohesive in this sentence?)
Naah,I love it. Can you take a stab at this line?""The air is so thick with the smell of death that I can't breathe.",True,False,0.091322854,false_negative,0.90867716,157.0,33.0,3.6363636363636362,8.0,0.9090909090909091,0.5151515151515151,0.0,0.04201680672268908,0.050955414012738856,0.1910828025477707,0.0,0.24203821656050956,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.6
"Using fine scissors specifically recommended but a standard shoeshask or pet clip won't hurt), or even a pair of fingering nail sheaves.",True,False,0.09426571,false_negative,0.9057343,136.0,22.0,5.090909090909091,12.0,0.9090909090909091,0.2727272727272727,0.0,0.009009009009009009,0.029411764705882353,0.15441176470588236,0.0,0.18382352941176472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
Laying out wire baskets filled the dining theme of order and harmony. Both of dishes will be served with atabafo (sliced beef with potatoes in a tomato-based sauce) and rice.,True,False,0.096854545,false_negative,0.90314543,174.0,31.0,4.516129032258065,8.0,0.9032258064516129,0.3548387096774194,0.0,0.014285714285714285,0.028735632183908046,0.16666666666666666,0.0,0.19540229885057472,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,15.5
"Being successful and influential with millions on Social Audit, Harvey is widely regarded among marketers today at the forefront incorporating what they call 'influence marketing' into their campaigns.",True,False,0.09859089,false_negative,0.9014091,201.0,28.0,6.071428571428571,13.0,1.0,0.32142857142857145,0.0,0.023529411764705882,0.01990049751243781,0.13432835820895522,0.0,0.15422885572139303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0
"Is it covered everywhere I look? Probably not!}
\hyperle{3pt}{12}{14pt]]:
4rd ed.",True,False,0.10071866,false_negative,0.8992813,81.0,14.0,4.142857142857143,10.0,1.0,0.2857142857142857,0.07407407407407407,0.057692307692307696,0.16049382716049382,0.12345679012345678,0.0,0.2839506172839506,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,5.0,2.8
"We discover there is always somewhere this side,"" Basedon one not-too-scary myth, if the ghost sees treasure, even a small amount of it, she will become friendly.",True,False,0.103941716,false_negative,0.89605826,162.0,29.0,4.413793103448276,9.0,1.0,0.3793103448275862,0.0,0.015625,0.04938271604938271,0.16049382716049382,0.0,0.20987654320987653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0
"BoJack Boles, president UNCLE FOODCO LLC, of the Charleston Grain Company, said increased PSCO business has been a boon to his company.",True,False,0.10415356,false_negative,0.8958464,135.0,22.0,5.0,10.0,0.9545454545454546,0.2727272727272727,0.0,0.21818181818181817,0.02962962962962963,0.15555555555555556,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
"With younger members in your network staying in classrooms highly, I wander if you have been able observe great changes in comprehension and high academic achievement.",True,False,0.142072,false_negative,0.857928,167.0,26.0,5.384615384615385,13.0,0.9230769230769231,0.34615384615384615,0.0,0.014285714285714285,0.011976047904191617,0.1497005988023952,0.0,0.16167664670658682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0
"Student says: 

Hey professor/chat assistant/animator: 

Amir: sorry for not posting when I missed my chance to do so yesterday.",True,False,0.14417028,false_negative,0.8558297,128.0,21.0,4.761904761904762,9.0,1.0,0.23809523809523808,0.0,0.04,0.046875,0.171875,0.0,0.21875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
"Have everything carefully
stored away in airtigh filters, conveniently labeled; and how much money ought to go into nothing."" Here other people may have a different opinion.",True,False,0.16102055,false_negative,0.8389795,173.0,27.0,5.2592592592592595,12.0,0.9629629629629629,0.2222222222222222,0.0,0.014084507042253521,0.028901734104046242,0.15028901734104047,0.0,0.1791907514450867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0
"At all football stadiums games, we queue for this terrific view. But this time Aston showed us the way privileged into row A.",True,False,0.1628265,false_negative,0.8371735,125.0,23.0,4.3478260869565215,10.0,0.9565217391304348,0.34782608695652173,0.0,0.04,0.024,0.176,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.5
"Acycloffastigati'ss'] (Figure A-A). Exposure to race has been used previously when studying behavioral effects of testosterone on adult male mice (Beatty, 1979).",True,False,0.16404076,false_negative,0.83595926,161.0,23.0,5.6521739130434785,19.0,0.9565217391304348,0.30434782608695654,0.024844720496894408,0.048,0.06832298136645963,0.13043478260869565,0.0,0.19875776397515527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.5
"orraine

A: Alright!

T values for all others. I know that this can vary by region, however there seem to simply not be any T values provided by the manufacturer or on the product page at all.",True,False,0.1927407,false_negative,0.8072593,192.0,37.0,4.027027027027027,12.0,0.8648648648648649,0.43243243243243246,0.0,0.03355704697986577,0.026041666666666668,0.19791666666666666,0.0,0.22395833333333334,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.25
"USB allows researchers to achieve that.
Step (200)
Your task description should be lightweight dependencies. You need relatively small to moderate amount of code.",True,False,0.21423134,false_negative,0.7857686,162.0,24.0,5.583333333333333,12.0,0.9583333333333334,0.2916666666666667,0.018518518518518517,0.04580152671755725,0.030864197530864196,0.1419753086419753,0.0,0.1728395061728395,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0
"Occain calls and texts and roamed laptop internet are a risky business combinations fail, then I’m sure their customers will not be too happy.",True,False,0.21442604,false_negative,0.78557396,142.0,25.0,4.64,12.0,0.96,0.36,0.0,0.017241379310344827,0.014084507042253521,0.1619718309859155,0.007042253521126761,0.18309859154929578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0
"Как аутор а комику герова из Tarzan, а то и спорно Туга Ніедор. А наша босса Туга не вдається до нас.",True,False,0.22077946,false_negative,0.7792205,101.0,21.0,3.7142857142857144,8.0,0.8571428571428571,0.0,0.0,0.07692307692307693,0.0297029702970297,0.19801980198019803,0.7128712871287128,0.22772277227722773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,2.0,10.5
