text,true_label,pred_label,pred_prob_TRUE,error_type,confidence,char_length,word_count,unique_word_ratio,avg_word_length,digit_ratio,uppercase_ratio,punctuation_ratio,non_alphanumeric_ratio,newline_count,url_count,repeated_token_count,very_long_token_count,short_sentence_count,long_sentence_count,approx_sentence_count
""")
puts message.to_s.endsWith?$? ? """":""..."") # remove trailing newline if present
puts message.",FALSE,TRUE,0.8937013163274132,false_positive,0.8937013163274132,95.0,11.0,0.8181818181818182,5.818181818181818,0.0,0.015873015873015872,0.21052631578947367,0.21052631578947367,2.0,0.0,2.0,0.0,5.0,0.0,8.0
"dukeshill kitchen, situated brand africa of the finest gourmet restaurants. On a recent trip to the city, I was fortunate enough to be able to get a table at this restaurant, and I must say, it was one of the best dining experiences I’ve ever had.",FALSE,TRUE,0.8921723118948516,false_positive,0.8921723118948516,247.0,47.0,0.8085106382978723,4.148936170212766,0.0,0.020512820512820513,0.024291497975708502,0.02834008097165992,0.0,0.0,9.0,0.0,0.0,1.0,2.0
"First Social Media. Social Media Channels. What is Facebook Marketing? And on top through the internet, people can get to know what is going on in the world, and get to know their friends.",FALSE,TRUE,0.8771841054813805,false_positive,0.8771841054813805,188.0,34.0,0.7058823529411765,4.382352941176471,0.0,0.06711409395973154,0.031914893617021274,0.031914893617021274,0.0,0.0,10.0,0.0,3.0,0.0,4.0
"This versatile contender has been reinvin... read whole review >
5  Samsung Powerbot R7070
This sleek and stylish robot vacuum cleaner is a breeze to use and clean, thanks to its advanced navigation system and powerful suction.",FALSE,TRUE,0.8771657196696899,false_positive,0.8771657196696899,227.0,36.0,0.8888888888888888,5.111111111111111,0.022026431718061675,0.027932960893854747,0.02643171806167401,0.02643171806167401,2.0,0.0,4.0,0.0,2.0,0.0,4.0
"}
        if (user.value.trim.toLowerCase() < ""xiii.-"") { // check if user input is valid
            throw new Error(""Invalid user input.",FALSE,TRUE,0.8769783430604645,false_positive,0.8769783430604645,138.0,18.0,0.7777777777777778,4.555555555555555,0.0,0.04878048780487805,0.13768115942028986,0.13768115942028986,2.0,0.0,4.0,0.0,4.0,0.0,7.0
"Check road conditions, and safeguard rules and regulations in different parts exist. If you are traveling by car, you must carry a valid driver’s license, car insurance, and proof of ownership.",FALSE,TRUE,0.8755536633157573,false_positive,0.8755536633157573,193.0,32.0,0.875,4.875,0.0,0.01282051282051282,0.031088082901554404,0.03626943005181347,0.0,0.0,4.0,0.0,0.0,0.0,2.0
"Hence choosing the appropriate temperature relying on whether it as necessary. Based on the passage above, Could you paraphrase the sentence ""The temperature of the mixture should be adjusted to achieve the desired viscosity without overheating the polymer"" in simpler terms.",FALSE,TRUE,0.8676096547007167,false_positive,0.8676096547007167,275.0,41.0,0.8048780487804879,5.609756097560975,0.0,0.017391304347826087,0.01818181818181818,0.01818181818181818,0.0,0.0,8.0,0.0,0.0,1.0,2.0
Disposable filter replacements help lend people bigger performance from the machine conveniently. It is also an eco-friendly choice because you don’t need to throw away the entire machine.,FALSE,TRUE,0.8651797817484251,false_positive,0.8651797817484251,188.0,30.0,0.9333333333333333,5.233333333333333,0.0,0.012738853503184714,0.015957446808510637,0.02127659574468085,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"Analyzing these different chord progresses can act like unlocking access keys. The book offers a wealth of practical advice, from composing to recording, and even includes a section on how to deal with rejection.",FALSE,TRUE,0.8628634593539671,false_positive,0.8628634593539671,212.0,34.0,0.9411764705882353,5.147058823529412,0.0,0.011428571428571429,0.018867924528301886,0.018867924528301886,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"zę)

i understand the concept, stranger! what is weather there are several phenomena that we can observe in the atmosphere, but the term ""weather"" usually refers only to the day-to-day changes in temperature, humidity, cloudiness, wind, and precipitation.",FALSE,TRUE,0.8492694921361248,false_positive,0.8492694921361248,255.0,40.0,0.825,5.1,0.0,0.0,0.050980392156862744,0.050980392156862744,2.0,0.0,7.0,0.0,2.0,1.0,3.0
"These habits strongly affect the migrants without regard for any other aspect.In the context of migration, the term habit refers to a specific behavior that is learned through repetition and becomes a part of a person's regular routine.",FALSE,TRUE,0.8467538419831104,false_positive,0.8467538419831104,236.0,40.0,0.875,4.875,0.0,0.010256410256410256,0.01694915254237288,0.01694915254237288,0.0,0.0,5.0,0.0,0.0,1.0,2.0
P. Searcy.[STORIA JOURNAL ARCHIVES]( http www.,FALSE,TRUE,0.8412833387909853,false_positive,0.8412833387909853,46.0,7.0,1.0,5.0,0.0,0.6571428571428571,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,0.0,3.0,0.0,3.0
"Having had several instances…
Discussion | Friendship and Technology
Friendly Technology
Friendship Technology
Having had several instances where I have had to communicate with people who are not fluent in English, I have had some difficulties.",FALSE,TRUE,0.8356532999718235,false_positive,0.8356532999718235,244.0,35.0,0.6857142857142857,5.857142857142857,0.0,0.05853658536585366,0.012295081967213115,0.01639344262295082,4.0,0.0,11.0,0.0,4.0,0.0,5.0
"Aren
t users friendly expect enquire to the service product. The product was developed by a team of researchers, scientists, and engineers from around the world, including the University of California San Francisco, the University of Washington, and the University of Maryland.",FALSE,TRUE,0.8325088490652605,false_positive,0.8325088490652605,277.0,42.0,0.7142857142857143,5.4523809523809526,0.0,0.043668122270742356,0.02527075812274368,0.02527075812274368,1.0,0.0,12.0,0.0,1.0,1.0,3.0
"There also specific design parameters [1–3]: 

- Refrigerating Temperature Difference 
- Refrigerant Temperature Difference 
- Refrigerant Flow Rate 
- Refrigerant Temperature 
- Refrigeration Capacity 

The refrigerating temperature difference is the temperature difference between the refrigerant temperature and the air temperature.",FALSE,TRUE,0.832476070169061,false_positive,0.832476070169061,335.0,36.0,0.5555555555555556,7.722222222222222,0.005970149253731343,0.05434782608695652,0.026865671641791045,0.029850746268656716,8.0,0.0,16.0,0.0,5.0,0.0,7.0
"') } else {
  res.setItems([""Key holder"", [...this.getRelatedEntities()]]).",FALSE,TRUE,0.8310804918558929,false_positive,0.8310804918558929,75.0,7.0,1.0,6.571428571428571,0.0,0.08695652173913043,0.28,0.28,1.0,0.0,0.0,1.0,5.0,0.0,5.0
"While early applications like IP-equipped consumer electronics and industrial automation have proven these protocols, the next generation of protocols is expected to be more advanced in terms of their ability to operate in a variety of environments and support more types of devices.",FALSE,TRUE,0.8258224781689231,false_positive,0.8258224781689231,283.0,44.0,0.8181818181818182,5.409090909090909,0.0,0.012605042016806723,0.01060070671378092,0.01060070671378092,0.0,0.0,8.0,0.0,0.0,1.0,1.0
"In banks in Kenya e g, enterprises bank or the cooperative system. The format of the essay is not specified, so we'll do our best to present it in a way that works best for you.",FALSE,TRUE,0.8146038070070862,false_positive,0.8146038070070862,177.0,37.0,0.8648648648648649,3.7027027027027026,0.0,0.021897810218978103,0.02824858757062147,0.02824858757062147,0.0,0.0,5.0,0.0,0.0,1.0,2.0
"lose the distractions while enjoying nature outings/adrenalin-pumping adventure walks. You'll be able to connect with your loved ones, and even your own inner self, in a unique way.",FALSE,TRUE,0.7992849656756658,false_positive,0.7992849656756658,181.0,31.0,0.967741935483871,4.741935483870968,0.0,0.006802721088435374,0.03867403314917127,0.03867403314917127,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"These devices harness renewable sources making...
4 Reasons to Go for Geomatic Surveying Services for Your Business
Geomatic surveying is a method of gathering and analyzing geographical data using specialized equipment and techniques.",FALSE,TRUE,0.7958329907788131,false_positive,0.7958329907788131,235.0,33.0,0.8787878787878788,6.03030303030303,0.00425531914893617,0.045454545454545456,0.01702127659574468,0.01702127659574468,2.0,0.0,4.0,0.0,0.0,0.0,3.0
"Loki is such inspiration. Love his limitless creativity with his fashion outfits"", ""I'm so glad that we have the ability to express ourselves through fashion, and I'm grateful for the opportunity to show my creativity through the outfits I wear.",FALSE,TRUE,0.7917767937453402,false_positive,0.7917767937453402,245.0,42.0,0.7380952380952381,4.714285714285714,0.0,0.025252525252525252,0.0326530612244898,0.0326530612244898,0.0,0.0,11.0,0.0,1.0,1.0,2.0
"Lately Nike and Adidas made much-needed updates. Converse seems to want to follow suit with their own version of the sneaker that’s been around since the 1960s, the Chuck Taylor All Star.",FALSE,TRUE,0.7833146716532355,false_positive,0.7833146716532355,187.0,34.0,0.9117647058823529,4.4411764705882355,0.0213903743315508,0.05442176870748299,0.0213903743315508,0.026737967914438502,0.0,0.0,3.0,0.0,0.0,1.0,2.0
"Lerch Early, LLC.
Dictators, such as Muamar Mohammed Gadaffi, Saddam Hussein, and Kim Jong Il, have historically used their military and police forces as instruments of terror against their own people.",FALSE,TRUE,0.7725710330428475,false_positive,0.7725710330428475,201.0,31.0,0.9032258064516129,5.290322580645161,0.0,0.08536585365853659,0.03482587064676617,0.03482587064676617,1.0,0.0,3.0,0.0,1.0,1.0,2.0
"Starting on Alexie's right temple this time out, they worked in small, discrete chunks. That way, they could monitor the tumor's response without damaging the surrounding brain tissue.",FALSE,TRUE,0.763877091309017,false_positive,0.763877091309017,184.0,30.0,0.9,5.0,0.0,0.02,0.03804347826086957,0.03804347826086957,0.0,0.0,3.0,0.0,0.0,0.0,2.0
"If the excitement doesn’t get too live yet.The 139-12th Street Station is an elevated station with a single track and two side platforms, each 260 feet long.",FALSE,TRUE,0.7634208858256362,false_positive,0.7634208858256362,157.0,30.0,0.9333333333333333,4.2,0.050955414012738856,0.03389830508474576,0.025477707006369428,0.03184713375796178,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"And today’s technology advancements contribute alot nowadays. With trends in mobile gaming, online video games, and virtual reality, the gaming industry has evolved significantly in recent years.",FALSE,TRUE,0.7617088061087749,false_positive,0.7617088061087749,195.0,28.0,0.8928571428571429,5.821428571428571,0.0,0.012269938650306749,0.02564102564102564,0.03076923076923077,0.0,0.0,3.0,0.0,0.0,0.0,2.0
"There can only...
Esperiantez International: Top Players in Top Tournaments
The Esperiantez International is an online chess tournament series created to give chess players from all around the world the opportunity to compete against the best players in the world.",FALSE,TRUE,0.7592984444715682,false_positive,0.7592984444715682,264.0,40.0,0.675,5.5,0.0,0.045454545454545456,0.01893939393939394,0.01893939393939394,2.0,0.0,13.0,0.0,1.0,1.0,3.0
"Finding quality beans brings more to roast than quality beans bringing the benefits. The bean trade is full of pitfalls, and the quality of beans can vary greatly depending on a variety of factors, from where they are grown to how they are processed.",FALSE,TRUE,0.7586235423187034,false_positive,0.7586235423187034,250.0,44.0,0.75,4.613636363636363,0.0,0.009852216748768473,0.016,0.016,0.0,0.0,11.0,0.0,0.0,1.0,2.0
"Hereinafter “strength” terms will be used for the purpose.
My past strength workouts consisted of 3-4 sets of 8-12 reps with moderate weight, but I would like to increase the intensity of my workouts by adding more weight.",FALSE,TRUE,0.7584445904037023,false_positive,0.7584445904037023,222.0,40.0,0.825,4.45,0.02252252252252252,0.017341040462427744,0.02252252252252252,0.03153153153153153,1.0,0.0,7.0,0.0,0.0,1.0,2.0
"It may lead to better drug work performance and productivity.

With the help of the right tools and resources, drug companies can streamline their drug development processes to save time and resources, and ensure they have the best possible chance of getting their drugs to market on time and at the right price.",FALSE,TRUE,0.7578155500176886,false_positive,0.7578155500176886,312.0,53.0,0.6981132075471698,4.811320754716981,0.0,0.00784313725490196,0.01282051282051282,0.01282051282051282,2.0,0.0,16.0,0.0,0.0,1.0,2.0
"Through examples sourced from various genres trimming' creative writing pieces for advanced, the book explores the interconnections between the two and demonstrates how they can be integrated to achieve a more powerful narrative voice.",FALSE,TRUE,0.7529482068696989,false_positive,0.7529482068696989,235.0,34.0,0.9411764705882353,5.852941176470588,0.0,0.005025125628140704,0.01276595744680851,0.01276595744680851,0.0,0.0,2.0,1.0,0.0,1.0,1.0
"These images depict cozy lounge corridors, intimate nookes, modern tables, and more, all designed with the intention of providing an inviting atmosphere that will make visitors feel right at home.",FALSE,TRUE,0.7451225576104994,false_positive,0.7451225576104994,196.0,30.0,1.0,5.4,0.0,0.006172839506172839,0.025510204081632654,0.025510204081632654,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Is that being vain or selfish, this may look vain and childish. You can also check the website of the company you are interested in working for, to find out if they have any job openings.",FALSE,TRUE,0.7447902400107214,false_positive,0.7447902400107214,187.0,36.0,0.9166666666666666,4.111111111111111,0.0,0.013513513513513514,0.0213903743315508,0.0213903743315508,0.0,0.0,3.0,0.0,0.0,0.0,2.0
"Inviting a speaker quickly advanced that pervades that. It’d also be a great idea to have a couple of other speakers lined up to speak on the same subject, so you have a backup in case the first speaker isn’t able to make it.",FALSE,TRUE,0.7442542893545195,false_positive,0.7442542893545195,225.0,46.0,0.782608695652174,3.847826086956522,0.0,0.011299435028248588,0.013333333333333334,0.022222222222222223,0.0,0.0,10.0,0.0,0.0,1.0,2.0
"So the first one is my healthy food step. You're constantly being told throughout life to eat healthy, but I feel like that's easier said than done.",FALSE,TRUE,0.7425751752770516,false_positive,0.7425751752770516,148.0,29.0,0.9655172413793104,4.0344827586206895,0.0,0.02564102564102564,0.033783783783783786,0.033783783783783786,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"Dubrownia amazonica, named elegién in Portuguese (""beautiful eye"" from Tupi and Guarani languages), is a species of moth in the family Saturniidae, commonly known as the giant silk moths.",FALSE,TRUE,0.7418711550474785,false_positive,0.7418711550474785,187.0,29.0,0.9310344827586207,5.206896551724138,0.0,0.033112582781456956,0.0427807486631016,0.0427807486631016,0.0,0.0,2.0,0.0,0.0,1.0,1.0
SUPERVAC PRO 3000 G Tankless Combi is another reliable option for homeowners who are looking for a high efficiency and eco-friendly water heating system that can provide hot water for their entire household.,FALSE,TRUE,0.7402228832485697,false_positive,0.7402228832485697,207.0,34.0,0.9117647058823529,5.088235294117647,0.01932367149758454,0.08284023668639054,0.00966183574879227,0.00966183574879227,0.0,0.0,3.0,0.0,0.0,1.0,1.0
"Based off human and environmental metabolic research of various nutrients – not just the macronutrients, but micronutrients too – the following is a list of foods that should be considered when planning out meals to ensure a balanced diet.",FALSE,TRUE,0.7258024958802368,false_positive,0.7258024958802368,239.0,37.0,0.918918918918919,5.324324324324325,0.0,0.005076142131979695,0.008368200836820083,0.016736401673640166,0.0,0.0,3.0,0.0,0.0,1.0,1.0
Writing these sections in rough involves several considerations. And you shouldn't be worried about the quality of the essay because you will get the best writers in the industry.,FALSE,TRUE,0.7256474858895362,false_positive,0.7256474858895362,179.0,30.0,0.8333333333333334,4.933333333333334,0.0,0.013513513513513514,0.01675977653631285,0.01675977653631285,0.0,0.0,5.0,0.0,0.0,0.0,2.0
Using latest RFID tracking device it checks the inventory on a constant and frequent rate. This system helps to reduce the stock outflow and improves the overall productivity of the business.,FALSE,TRUE,0.7215171552551285,false_positive,0.7215171552551285,191.0,31.0,0.8709677419354839,5.129032258064516,0.0,0.03773584905660377,0.010471204188481676,0.010471204188481676,0.0,0.0,4.0,0.0,0.0,0.0,2.0
"For that, our organization helps neighbors monitor noise pollution using mobile Geiger counter apps, and provides free, on-site testing kits to help homeowners detect lead in their water.",FALSE,TRUE,0.7119325686740463,false_positive,0.7119325686740463,187.0,29.0,1.0,5.344827586206897,0.0,0.012903225806451613,0.026737967914438502,0.026737967914438502,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Whatever happens with any continuing leadership power problems in Washington once obamacare is implemented, it's likely that the US will remain a major military and economic power for the foreseeable future.",FALSE,TRUE,0.7087835116548566,false_positive,0.7087835116548566,207.0,32.0,0.9375,5.4375,0.0,0.022988505747126436,0.014492753623188406,0.014492753623188406,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"==========""
        
message += """"""methods/script/smilify_the_day_04.js
// Copyright 2010 The Android Open Source Project

/**
 * Given a string, returns the length of the shortest word in it.",FALSE,TRUE,0.7051857035712658,false_positive,0.7051857035712658,192.0,24.0,0.9166666666666666,5.375,0.03125,0.058333333333333334,0.15625,0.15625,6.0,0.0,2.0,1.0,2.0,0.0,6.0
Transportation can sometimes lead awkward.... Or translational) in its ability usefully to express the complex interrelations of human society.,FALSE,TRUE,0.7047724376595987,false_positive,0.7047724376595987,143.0,19.0,1.0,6.2631578947368425,0.0,0.01680672268907563,0.04195804195804196,0.04195804195804196,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Consider speaking The best nutrition consultants nowadays are able and qualified professionals. This is because they have the knowledge to help you make the right choices for your body.,FALSE,TRUE,0.7037907690307807,false_positive,0.7037907690307807,185.0,29.0,0.9310344827586207,5.344827586206897,0.0,0.01935483870967742,0.010810810810810811,0.010810810810810811,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"- The Basic Ingredients
By Cole in Cooking, Food, Humile, Recipes
I used to be a vegan, which meant I didn’t eat any meat, dairy or eggs.",FALSE,TRUE,0.6964846065305825,false_positive,0.6964846065305825,137.0,27.0,0.9629629629629629,3.814814814814815,0.0,0.10679611650485436,0.051094890510948905,0.058394160583941604,2.0,0.0,1.0,0.0,1.0,0.0,3.0
"Based in Manchester, New York FoodM zenginler & Company (FMC) is a full-service marketing communications agency specializing in integrated marketing strategy, creative design, media production, and public relations.",FALSE,TRUE,0.6912769132214086,false_positive,0.6912769132214086,215.0,28.0,0.9285714285714286,6.392857142857143,0.0,0.055865921787709494,0.04186046511627907,0.04186046511627907,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"Whether we are on a hectic commuters jostling our bicycles and wagahs through the narrow streets of the city, or on a leisurely stroll with our loved ones in the countryside, there is one thing that we all have in common.",FALSE,TRUE,0.6893559000450571,false_positive,0.6893559000450571,221.0,41.0,0.8292682926829268,4.341463414634147,0.0,0.0056179775280898875,0.013574660633484163,0.013574660633484163,0.0,0.0,7.0,0.0,0.0,1.0,1.0
"Ironically it seems this much harder to convince people that it’s necessary.)
I guess they think they’re doing the right thing by not going to war with Iran, but that’s not the right thing to do.",FALSE,TRUE,0.6875171299088879,false_positive,0.6875171299088879,195.0,39.0,0.7435897435897436,3.923076923076923,0.0,0.0196078431372549,0.020512820512820513,0.035897435897435895,1.0,0.0,10.0,0.0,0.0,1.0,3.0
"Investing services can be a valuable tool [...tag=”finance,”]
Can Affiliate Marketers Use ClickBank to Promote Their Own Products.",FALSE,TRUE,0.6841489590093757,false_positive,0.6841489590093757,130.0,19.0,0.9473684210526315,5.421052631578948,0.0,0.10679611650485436,0.06153846153846154,0.07692307692307693,1.0,0.0,1.0,0.0,1.0,0.0,3.0
"One reality show in particular has captured enough love globally. Love Is. It is primarily a dating show, but it is different from the other dating shows in many ways.",FALSE,TRUE,0.682925261868538,false_positive,0.682925261868538,167.0,30.0,0.7666666666666667,4.466666666666667,0.0,0.029850746268656716,0.023952095808383235,0.023952095808383235,0.0,0.0,7.0,0.0,1.0,0.0,3.0
Upon looking through travel literature recently and seeing all of TripAdvisor.com at once I have come to the realization that I have a serious problem.,FALSE,TRUE,0.6828770957212396,false_positive,0.6828770957212396,151.0,26.0,0.9230769230769231,4.8076923076923075,0.0,0.04,0.013245033112582781,0.013245033112582781,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"After investing many sleepessees resting looking into the various gadgets on offer, we’ve located that the very best robot vacuum cleaners are those that are very easy to use, easy to clean up as well as fit your house and also lifestyle.",FALSE,TRUE,0.6787633014235062,false_positive,0.6787633014235062,238.0,43.0,0.8372093023255814,4.488372093023256,0.0,0.0051813471502590676,0.012605042016806723,0.01680672268907563,0.0,0.0,7.0,0.0,0.0,1.0,1.0
"}); // Display winter landscapes T.type.innerHTML:=""<img height='200' src='images/winter-landscape.",FALSE,TRUE,0.6768665771534144,false_positive,0.6768665771534144,99.0,13.0,0.9230769230769231,5.615384615384615,0.030303030303030304,0.08571428571428572,0.1919191919191919,0.1919191919191919,0.0,0.0,1.0,0.0,2.0,0.0,3.0
"Meanwhile sales had been steadily rising UAE low fuel consumption car s up, but then in 2013 the UAE experienced a 27% drop in car sales, largely due to the introduction of a new vehicle registration tax.",FALSE,TRUE,0.668386145673885,false_positive,0.668386145673885,204.0,37.0,0.8378378378378378,4.4324324324324325,0.029411764705882353,0.04430379746835443,0.0196078431372549,0.0196078431372549,0.0,0.0,6.0,0.0,0.0,1.0,1.0
"""]

[INSERT YOUR RESPONSE TO MAYkov: ""Sure! Looking strictly at the question of the origin of the universe, it seems like the Big Bang theory is the most widely accepted theory currently.",FALSE,TRUE,0.6666139390912735,false_positive,0.6666139390912735,187.0,31.0,0.8064516129032258,4.741935483870968,0.0,0.1836734693877551,0.0427807486631016,0.0427807486631016,2.0,0.0,6.0,0.0,0.0,1.0,3.0
Some may view these reforms out individually attempting only for their protection goals. The government is not just a means to an end but a goal in itself.,FALSE,TRUE,0.6657414386624829,false_positive,0.6657414386624829,155.0,28.0,0.9642857142857143,4.5,0.0,0.015873015873015872,0.012903225806451613,0.012903225806451613,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"Do feel free. Based off Arnie Roth's book about Uwe Rösler, which of these three footballers has the potential to become a top quality striker.",FALSE,TRUE,0.6604723096501262,false_positive,0.6604723096501262,143.0,26.0,1.0,4.423076923076923,0.0,0.05217391304347826,0.027972027972027972,0.027972027972027972,0.0,0.0,0.0,0.0,1.0,0.0,2.0
"In traditional punishment training, roll and verbal corrections are very popular. However, these methods are often harsh and can lead to a negative relationship between dog and handler.",FALSE,TRUE,0.6534928407184898,false_positive,0.6534928407184898,185.0,28.0,0.8928571428571429,5.5,0.0,0.012987012987012988,0.021621621621621623,0.021621621621621623,0.0,0.0,3.0,0.0,0.0,0.0,2.0
"Experience it one step at time ---van gogh museum virtual tea garden.
Visitors can enjoy a virtual tea garden experience at the Van Gogh Museum in Amsterdam, where they can explore the museum's collection of Van Gogh's paintings and drawings while enjoying a cup of tea.",FALSE,TRUE,0.647086686034383,false_positive,0.647086686034383,270.0,48.0,0.6458333333333334,4.520833333333333,0.0,0.03686635944700461,0.02962962962962963,0.02962962962962963,1.0,0.0,17.0,0.0,0.0,1.0,2.0
