label,text,encoded_label,label_normalized,oof_prob_TRUE,removal_reason
TRUE,[DECODE ERROR] Failed to decode data for key.,1,TRUE,0.0124302394688129,TRUE_prob_TRUE_le_0.05
TRUE,""">

I defined <s> in Line 28 below in my notes. So, if these are the rainfall days/mornings/month, we're looking for a value of 0.",1,TRUE,0.0292066950350999,TRUE_prob_TRUE_le_0.05
TRUE,Since then I slowed it down. Still doing ica and ica and ican the last few evenings instead which is great.,1,TRUE,0.0322123151272535,TRUE_prob_TRUE_le_0.05
TRUE,Consumer Watch International delves below market news informing the big headlines above to pull out the most important- factually verified - details for you.,1,TRUE,0.0236340779811143,TRUE_prob_TRUE_le_0.05
TRUE,So why do aspects that are critical or debatabbable elements are not addressed in the presented consideration? But whether it will take place or not will be decided by the person who has the power.,1,TRUE,0.0252809040248394,TRUE_prob_TRUE_le_0.05
TRUE,"Over Thanksgiving with some kind friends like Italy we want explain that a flower supplies a helpful, natural fragrance boost – especially at this time of year.",1,TRUE,0.0154688128580649,TRUE_prob_TRUE_le_0.05
TRUE,"Since these animals attract their owners' affections, outdoor cats essentially spend endless hours asking their humans exactly the things they learn from one day without the help of a human.",1,TRUE,0.0479566237578789,TRUE_prob_TRUE_le_0.05
TRUE,"My favorite hypothesis is the idea proposed by Stephen D.Scully~ that we are different only in the levels technology interacts within our minds, not in the minds themselves.",1,TRUE,0.0308742771546045,TRUE_prob_TRUE_le_0.05
TRUE,"Incident 20 Greetings From Syria

Mother Teresa of the Mother of Gods came to me eight nine times between two and three in the morning.",1,TRUE,0.0378678602476914,TRUE_prob_TRUE_le_0.05
TRUE,"Several factors—atmosphere and climate, the environment and ecosystems supplied water was a lot more important in many developing countries than water was actually in Western societies.",1,TRUE,0.0145354593793551,TRUE_prob_TRUE_le_0.05
TRUE,"College sports' largest governing boards oversee more quantitative, in-person studies, data analysis, research, forensic lab examination conclusion and a variety of other methods to evaluate a student-athlete's eligibility.",1,TRUE,0.0176744467268387,TRUE_prob_TRUE_le_0.05
TRUE,"However I see that opportunity for this Pedway—like all of our Pedwaves—which is not needing heavy rail here, is the ability to move people quickly and efficiently throughout the city.",1,TRUE,0.0412914169331391,TRUE_prob_TRUE_le_0.05
TRUE,"But guess What? Most likely everyone leads an anonymous, secret life They may LOVE celebrating their daily dopamine using their phone, but they don't want to share it with the world.",1,TRUE,0.0288346357022722,TRUE_prob_TRUE_le_0.05
TRUE,"What action recommendations does Gordon suggest after diligent consideration”? Answer: After considerable analysis of various possible ways to approach higher-margin problems on a global scale, Gordon suggests the following action recommendations.",1,TRUE,0.0213069176922241,TRUE_prob_TRUE_le_0.05
TRUE,Villamadaluca homeowners group members certify they will be prepared to prepare different types of emergency matters–what are some examples of emergency scenarios that they may encounter.,1,TRUE,0.0278157896051804,TRUE_prob_TRUE_le_0.05
TRUE,"Did ancient people snoop around on us from the missing moon? I’m not really sure they did judge in contrast, but it’s a interesting thought.",1,TRUE,0.0254621695106228,TRUE_prob_TRUE_le_0.05
TRUE,"COOO believes you should only allow the afore-list discussions, indicating that what seems like a Q2D question may actually be a Q2B question.",1,TRUE,0.0323280654847621,TRUE_prob_TRUE_le_0.05
TRUE,[DECODE ERROR] Invalid character found in input.,1,TRUE,0.0126565458873907,TRUE_prob_TRUE_le_0.05
TRUE,"In short - understanding the purpose/fridge/app today, the steps we facilitate the delivery service, how they exert their service and what they need to do to be successful.",1,TRUE,0.0440363523860772,TRUE_prob_TRUE_le_0.05
TRUE,[DECODE ERROR] The following error occurred while attempting to decode the file.,1,TRUE,0.0166041230161984,TRUE_prob_TRUE_le_0.05
TRUE,Allow us slow down for the sake of your mind there are ramifications to everything we put in to do. It will be seen as part-time rather than a full-time job.,1,TRUE,0.039051704108715,TRUE_prob_TRUE_le_0.05
TRUE,"Sub Menu Products Browse our carefully-by curated smidge and smoggle lines, featuring snack supplements from trusted brand name manufacturers.",1,TRUE,0.0209841802716255,TRUE_prob_TRUE_le_0.05
TRUE,"What does it manifest itself as, besides die-hard hard debates? Well, imagine an entertaining conversation with your rabteisor friend, where both of you are well-versed in the subject matter.",1,TRUE,0.0291118174791336,TRUE_prob_TRUE_le_0.05
TRUE,"First stop, Farm to Table! How Cris Rose's Home Cookshare Program Put Farm FreshFood Feast Not Far Away!",1,TRUE,0.031487106035153,TRUE_prob_TRUE_le_0.05
TRUE,[DECODE ERROR] Failed to decode packet.,1,TRUE,0.0149539234116673,TRUE_prob_TRUE_le_0.05
TRUE,[DECODE ERROR] - Error decoding the input stream.,1,TRUE,0.0141640848790605,TRUE_prob_TRUE_le_0.05
TRUE,"So can I use exercise analogously?
Ideally note down specific exercises or styles that have helped ME IN PERSUIT OF A GOAL.",1,TRUE,0.0284057197471459,TRUE_prob_TRUE_le_0.05
TRUE,"[DECODE ERROR] - The value for the ""decode"" parameter of the ""decode"" function is not valid.",1,TRUE,0.0170690836384892,TRUE_prob_TRUE_le_0.05
TRUE,"Xbox One recent released a video that highlights its Xbox developers program UK and how it continues to inspire game students and developers to create away brilliant, imaginative gaming experiences.",1,TRUE,0.0124506081144014,TRUE_prob_TRUE_le_0.05
TRUE,"How having others in it varies depending, rather, whenever someone wants it makes the learner feel threatened or inadequate."" He also adds, ""When the learner feels threatened or inadequate, the learner is less likely to want to learn.",1,TRUE,0.0267262191822131,TRUE_prob_TRUE_le_0.05
TRUE,"With delicious recipes freshly cooked in-house from Chef de Bauge, you’ll be thinking we’re a hotel out another level of comfort and convenience.",1,TRUE,0.0312038663153847,TRUE_prob_TRUE_le_0.05
TRUE,"odega suggests incorporating a single database from supplements like BlueSymmetry Software, Maximize, Paychella Isango and others to make it easier to manage your information.",1,TRUE,0.0433364932735761,TRUE_prob_TRUE_le_0.05
TRUE,"Guidelines suggest limiting DGA intake by promoting LDL cholesterol balancing foods like nuts oil, and other plant-wep processed meats, refined sugars, trans fats, and alcohol.",1,TRUE,0.02331251775225,TRUE_prob_TRUE_le_0.05
TRUE,"But as a nursing woman, I am away from my mountains and my children.
I cherish daily the beauty that flows around this valley as the sun sets.",1,TRUE,0.0189762084434429,TRUE_prob_TRUE_le_0.05
TRUE,"Consider how wind climate affects the shape you can use adjacent to the blade’s surface topography. When wind van just modifies its direction slightly, the blade will be able to produce a different amount of energy.",1,TRUE,0.0213538554186622,TRUE_prob_TRUE_le_0.05
TRUE,Some emerging collaborations worth keeping tabs with the world's culture capital – and your guide in discovering and delving deeper galleries: This fourth-floor gallery space is dedicated to showcasing the work of local artists.,1,TRUE,0.018627915220956,TRUE_prob_TRUE_le_0.05
TRUE,") That kindled my hopelessly dull hecklers: ""Talk to me only about poorly capitalized sentences. That’s all I care about.",1,TRUE,0.0362277546276648,TRUE_prob_TRUE_le_0.05
TRUE,"Is it covered everywhere I look? Probably not!}
\hyperle{3pt}{12}{14pt]]:
4rd ed.",1,TRUE,0.0371108104785283,TRUE_prob_TRUE_le_0.05
TRUE,"At all football stadiums games, we queue for this terrific view. But this time Aston showed us the way privileged into row A.",1,TRUE,0.0237485008935133,TRUE_prob_TRUE_le_0.05
TRUE,"Plus plus, I got even the non CMV ""champions of progress"" into the #openGarden movement.",1,TRUE,0.01202626619488,TRUE_prob_TRUE_le_0.05
TRUE,Hopefully over-the-border readership starts posting tens and ones of reasons to stay rather than factors here that would encourage a mass exodus.,1,TRUE,0.0447457519670327,TRUE_prob_TRUE_le_0.05
TRUE,"Decide upon specific limiting principles that are reasonable while still generally achievable, such an amount or period of time versus ongoing effort or difficulty.

Once you’ve set these limits, it’s important to stick to them.",1,TRUE,0.0176592481633027,TRUE_prob_TRUE_le_0.05
TRUE,"America invented self congratulation! Anthony's Cross might be one for you Americans who want simple, straightforward answers precisely because no-one gave them any while they were growing up.",1,TRUE,0.048000960300366,TRUE_prob_TRUE_le_0.05
TRUE,It tickLES ME when those tiny little green weevilllettes crawl out of them. and flutter around in a neftiful dance.,1,TRUE,0.0228929227838913,TRUE_prob_TRUE_le_0.05
TRUE,"Typically this takes halfway an hour before anyone from the Missoula office comes in around 930 am—we key ones, anyway.",1,TRUE,0.0208050518607099,TRUE_prob_TRUE_le_0.05
TRUE,"Many CEOs also adopted specific practices to improve police communication and gift-giving policies for their employees.En currently the general operations area of the business is also experiencing the same challenges as the rest of the organization, such as the need to improve efficiency and reduce costs, and they are looking for ways to do this through automation and technology.",1,TRUE,0.0448291680465141,TRUE_prob_TRUE_le_0.05
TRUE,Jenny uses honesty for the relationship itself and processes through experiences that influence the course and role that develop ongoing feelings of trust and respect.,1,TRUE,0.0442172878732283,TRUE_prob_TRUE_le_0.05
TRUE,"As evident, this piece holds great promise hugely in helping eSports organizers build their arenas both online and automatically initially which is a huge challenge for them in terms of infrastructure, cost, and time.",1,TRUE,0.0397617928683757,TRUE_prob_TRUE_le_0.05
TRUE,"} - Write as if responding \\ to AT's request for some advice.]

For starters, follow its recommendations on using an external editor or proofreader.",1,TRUE,0.0421794652938842,TRUE_prob_TRUE_le_0.05
TRUE,"An online savings related platform can be an unofficial source for increases in savings and other financial advances that you can use in your whole saver journey, whether it’s for your short-term or long-term goals.",1,TRUE,0.0298386967430512,TRUE_prob_TRUE_le_0.05
TRUE,"There'll plentiful birds and wildlife, plus availability for exploring streams and creecks. Should I consider developing a camping trip plan or raising a fishing rod?
I think that's a great idea.",1,TRUE,0.0160614397997657,TRUE_prob_TRUE_le_0.05
TRUE,"Each individual expresses oneself through the medium as technology allows, finalizing the product before it finds an intended audience. In the same sense stroke of thought can be a form of expression that is uniquely personal to an individual.",1,TRUE,0.0328856507937113,TRUE_prob_TRUE_le_0.05
TRUE,"Amazing! Just for you (4.953.3.05) 05.20190629.2019, 12.",1,TRUE,0.0284419398133953,TRUE_prob_TRUE_le_0.05
TRUE,"What impressed some say would be the service, food sourced from farmers but also what must have really stood apart also was that beyond today taste, the chef also shared the story behind each dish.",1,TRUE,0.0386008421579996,TRUE_prob_TRUE_le_0.05
TRUE,"Since we all cycle of life, it's essential perpetually emphasize a very good atmosphere for consistent exercise particularly precise early on.",1,TRUE,0.0316652103016773,TRUE_prob_TRUE_le_0.05
TRUE,"One may also navigate this website in various areas, using social media, to find long lost friends/companants turned missing, or even new people to make friends with.",1,TRUE,0.0280058247347672,TRUE_prob_TRUE_le_0.05
TRUE,"ATA' A'BA (ata equivocation This focus of interpretation is then carried over throughout the arrangements--verse, sublime chorus, and bridge.",1,TRUE,0.0372607180227836,TRUE_prob_TRUE_le_0.05
TRUE,"Using an ancillary approach would provide students more versatility []; it places party in control of subject content, and students could choose levels of challenge and emphasis. This approach also allows for more flexibility in scheduling assignments and assessments, which would be especially useful for students with busy schedules.",1,TRUE,0.0442084117482105,TRUE_prob_TRUE_le_0.05
TRUE,"At certain temperatures the roast enhances specific coffee twigs that build flavors that complement the deep, chocolatey, rich; and creamy, buttery, nutty notes of the coffee.",1,TRUE,0.0249440558254718,TRUE_prob_TRUE_le_0.05
TRUE,"We were both seeing the same things from Orbis Astrris, the same sense that the other was elusive blur shifting and fading into and out of focus.",1,TRUE,0.0479585447659095,TRUE_prob_TRUE_le_0.05
TRUE,"Expand in various detail about chargB. In early 2001, Skype designed a service to imperically originate and listen for VoIP calls over the Internet.",1,TRUE,0.0353768765926361,TRUE_prob_TRUE_le_0.05
TRUE,"Whether personal preferences lean far-drawn toward down-to-vertical or across-the-cliff cleaning systems, few invest well enough in the best cleaning tools.",1,TRUE,0.0231387801468372,TRUE_prob_TRUE_le_0.05
TRUE,trance has added Alesandro Tuccle as a new representative for Ultra Europe. We are approved or affiliated to these organizations.,1,TRUE,0.0473784847805897,TRUE_prob_TRUE_le_0.05
TRUE,"Book descriptions on Amazon . The New Testimony library, consisting of over cooking disease, tells things about a healthy and balanced life.",1,TRUE,0.0483037705222765,TRUE_prob_TRUE_le_0.05
TRUE,14 Teams of twelve players with infantry and riding abilities have entered combat in eight regions to secure $1MN prize money.,1,TRUE,0.0127768407886226,TRUE_prob_TRUE_le_0.05
TRUE,"How spicy can this burger heat it all buy? Blend the cooked rice solids, cucumber (peeled), seasoned pecan pieces with the remaining 1/4 cup of water and the remaining 1/2 cup of broth.",1,TRUE,0.0381070946653684,TRUE_prob_TRUE_le_0.05
TRUE,So gather inspiration online quickly and securely there's Alexa! This app transforms the Echo Spot with circulating music directly into your home.,1,TRUE,0.0397766639168063,TRUE_prob_TRUE_le_0.05
TRUE,"Donna
To fully enjoy cooking surimi in Tokyo I suggest starting at Surimihyang, a award recipients noodlery that produces the best surimi in Japan.",1,TRUE,0.0447129290550947,TRUE_prob_TRUE_le_0.05
TRUE,You might find reviewing some of our favorite funds and holding selections helpful in your goal setting. Ensure that long special thank-you notes are written by hand.,1,TRUE,0.0207220666731397,TRUE_prob_TRUE_le_0.05
TRUE,"Chrysteria also promotes buying and freezer, save produce that's nearing its keep. It presents a quick-reference nutrition guide along the side of each ingredient list, too, so you can see how many vitamins and minerals you're getting from each serving.",1,TRUE,0.0313875364760557,TRUE_prob_TRUE_le_0.05
TRUE,"And for myself as His servant…pursunte, my prayer extends beyond wishing you happiness or giving you peace, for I know you already have that.",1,TRUE,0.0160316852852702,TRUE_prob_TRUE_le_0.05
TRUE,"Cities increasingly are using innovation sensors technology solutions snd smart ways today to make transportation more comfortable digitally pulse, less faulty secure, and environmentally friendly.",1,TRUE,0.0305207688361406,TRUE_prob_TRUE_le_0.05
TRUE,[DECODE ERROR] Failed to decode a JSON string.,1,TRUE,0.0118549522012472,TRUE_prob_TRUE_le_0.05
TRUE,"Now I'm secretly plotting to make it snow on hearts and flowers in April. Hidden in Fae, and you will find them.",1,TRUE,0.0352739005660017,TRUE_prob_TRUE_le_0.05
TRUE,"Friends
""It's incredible, we earn 598 dollars by selling our secret recipe for cooking mustard extract paste. It's a great deal.",1,TRUE,0.0300401194641987,TRUE_prob_TRUE_le_0.05
TRUE,"Tomorrow’s newspaper probably won't include my allergy symptoms.
Cartoon: ""Today's 'to-DON'T List' - The secrets of today.""
Caption: Today's 'to-DON'T List' - The secrets of today.",1,TRUE,0.0379345193505287,TRUE_prob_TRUE_le_0.05
TRUE,"Our research team who are responsible of gathering materials and conclusions for the project are still behind on several goals, and there's nevertheless a question of exactly how long it will take to get to the conclusion of the project.",1,TRUE,0.013554537979265,TRUE_prob_TRUE_le_0.05
TRUE,Whether creating a fantasy setting or a sci–fiction organisation that's futuristic–the desire to simplify your world’s science or technology ought not to be underestimated.,1,TRUE,0.0192032313595215,TRUE_prob_TRUE_le_0.05
TRUE,"Place your Google Home device into ""DoNotFallThrough"" containment mode with the airlock open by using its command button. When it is fully contained, the airlock will automatically close and the containment field will activate.",1,TRUE,0.0196028811236222,TRUE_prob_TRUE_le_0.05
TRUE,"what would be cohesive in this sentence?)
Naah,I love it. Can you take a stab at this line?""The air is so thick with the smell of death that I can't breathe.",1,TRUE,0.0302053137371937,TRUE_prob_TRUE_le_0.05
TRUE,"And given current industrywide trends for SKU consolidation closer integration, it overwhelmingly makes achieving these goals with limited staff resources seem like an impossible task.",1,TRUE,0.0143979977195461,TRUE_prob_TRUE_le_0.05
TRUE,"How might setting mini-agendas for individual topics or summaries of sustained discussion be beneficial even in in-depth meetings?)

A library asks knowledgeable patrons to provide a summary of the key points discussed during an in-depth meeting, and compiles them into a brief document for future reference.",1,TRUE,0.0461309254169464,TRUE_prob_TRUE_le_0.05
TRUE,"It started surfing homes in 19960 where you play around wood textures including wooden palette, drum coffee table television objectives chairs, and wood floors.",1,TRUE,0.0267661456018686,TRUE_prob_TRUE_le_0.05
TRUE,"What are blackjack etiquette?
Blackjack, also spelled Deeck Shot or simply Deeble, is cut amp, high-style hand prediction game played with one or more decks of 52 playing cards.",1,TRUE,0.0235327078650395,TRUE_prob_TRUE_le_0.05
TRUE,"The performance data gathered from the experiments shows how GC affects (inhibitory functions, specific to DTrace and its XDP kernel modules), and the resulting impact on the system's overall performance.",1,TRUE,0.0274357156207164,TRUE_prob_TRUE_le_0.05
TRUE,"Too technical I presume, which commits the writer automaticall to a level of obtusanship. The best speeches deliver their message with minimal technical jargon.",1,TRUE,0.0350598829487959,TRUE_prob_TRUE_le_0.05
TRUE,"🎂 Meanwhile in the US Senate chamber, soon-to-be-formers of ""the Squad"" make various noises and do little to nothing.",1,TRUE,0.0160984980563322,TRUE_prob_TRUE_le_0.05
