text,true_label,pred_label,pred_prob_TRUE,error_type,confidence,abnormal_score,hard_category,raw_sample_weight_if_trained
"Each individual expresses oneself through the medium as technology allows, finalizing the product before it finds an intended audience. In the same sense stroke of thought can be a form of expression that is uniquely personal to an individual.",TRUE,FALSE,0.0011209485,false_negative,0.9988791,2,medium_clean_TRUE,1.5
"Как аутор а комику герова из Tarzan, а то и спорно Туга Ніедор. А наша босса Туга не вдається до нас.",TRUE,FALSE,0.0012094456,false_negative,0.99879056,0,hard_clean_TRUE,2.5
"Sub Menu Products Browse our carefully-by curated smidge and smoggle lines, featuring snack supplements from trusted brand name manufacturers.",TRUE,FALSE,0.0012272963,false_negative,0.9987727,1,hard_clean_TRUE,2.5
"These findings differ profoundly from those observed among actors and provide other insights for plant biosis and evolution insights. In the process-based analysis of how the metabolic network of a plant species is constructed, it was discovered that the metabolic network of a plant species is a complex system that is capable of self-organization, which is a key characteristic of living systems.",TRUE,FALSE,0.0013633358,false_negative,0.99863666,4,easy_noisy_TRUE,0.85
"Student says: 

Hey professor/chat assistant/animator: 

Amir: sorry for not posting when I missed my chance to do so yesterday.",TRUE,FALSE,0.0013695277,false_negative,0.99863046,2,medium_clean_TRUE,1.5
"Deviate menu items to your taste preferences or avoid listed ingredients available ahead of ordering your meal items.
How Does The Keto Morning Mistake Happel?
How Does The Keto Morning Mistake Happel.",TRUE,FALSE,0.0015816567,false_negative,0.99841833,2,medium_clean_TRUE,1.5
"Acycloffastigati'ss'] (Figure A-A). Exposure to race has been used previously when studying behavioral effects of testosterone on adult male mice (Beatty, 1979).",TRUE,FALSE,0.0017530518,false_negative,0.99824697,4,easy_noisy_TRUE,0.85
"Is it covered everywhere I look? Probably not!}
\hyperle{3pt}{12}{14pt]]:
4rd ed.",TRUE,FALSE,0.0023217264,false_negative,0.9976783,4,easy_noisy_TRUE,0.85
"what would be cohesive in this sentence?)
Naah,I love it. Can you take a stab at this line?""The air is so thick with the smell of death that I can't breathe.",TRUE,FALSE,0.0031490852,false_negative,0.9968509,0,hard_clean_TRUE,2.5
"} - Write as if responding \\ to AT's request for some advice.]

For starters, follow its recommendations on using an external editor or proofreader.",TRUE,FALSE,0.0051202034,false_negative,0.9948798,2,medium_clean_TRUE,1.5
relatively fixed to the allocated objects as slack was too much or too compared to device-mapper routines. Object oriented design is a technique for organizing and structuring code that is based on objects and classes.,TRUE,FALSE,0.005211837,false_negative,0.99478817,1,hard_clean_TRUE,2.5
[DECODE ERROR] 2.,TRUE,FALSE,0.014724201,false_negative,0.9852758,2,medium_clean_TRUE,1.5
"[DECODE ERROR] - The value for the ""decode"" parameter of the ""decode"" function is not valid.",TRUE,FALSE,0.01564265,false_negative,0.98435736,2,medium_clean_TRUE,1.5
"Not-so-scienty) research I condo, come swimming, you'll accomplish another goal. She reads avidly, and is fond of science fiction and fantasy.",TRUE,FALSE,0.020346157,false_negative,0.97965384,1,hard_clean_TRUE,2.5
[DECODE ERROR] - Error decoding the input stream.,TRUE,FALSE,0.020377466,false_negative,0.97962254,2,medium_clean_TRUE,1.5
"Using fine scissors specifically recommended but a standard shoeshask or pet clip won't hurt), or even a pair of fingering nail sheaves.",TRUE,FALSE,0.024668131,false_negative,0.97533184,0,hard_clean_TRUE,2.5
"What are blackjack etiquette?
Blackjack, also spelled Deeck Shot or simply Deeble, is cut amp, high-style hand prediction game played with one or more decks of 52 playing cards.",TRUE,FALSE,0.07695877,false_negative,0.9230412,0,hard_clean_TRUE,2.5
"bool ok;

ok=isPerfectDay(s.text);
 std:::out if(ok)this is true*/  std::endl;
760     */
```

The program reads a string from the user and checks whether it is a perfect day.",TRUE,FALSE,0.17064771,false_negative,0.82935226,5,easy_noisy_TRUE,0.85
Laying out wire baskets filled the dining theme of order and harmony. Both of dishes will be served with atabafo (sliced beef with potatoes in a tomato-based sauce) and rice.,TRUE,FALSE,0.19825327,false_negative,0.8017467,0,hard_clean_TRUE,2.5
