text,true_label,oof_pred_label,oof_prob_TRUE,error_type,confidence,char_length,word_count,unique_word_ratio,avg_word_length,digit_ratio,uppercase_ratio,punctuation_ratio,non_alphanumeric_ratio,newline_count,url_count,repeated_token_count,very_long_token_count,short_sentence_count,long_sentence_count,approx_sentence_count
"Additionally,""

[0_pro,2_assistant], #3_marked = -3
[1_pro,2_assistant], #4_marked = -4
[2_pro,2_assistant], #5_marked = -5
[2_pro,2_assistant], #6_marked = -6
[2_pro,2_assistant], #7_marked = -7
[3_pro,2_assistant], #8_marked = -8
[3_pro,2_assistant], #9_marked = -9
[3_pro,2_assistant], #10_marked = -10
[3_pro,2_assistant], #11_marked = -11
[3_pro,2_assistant], #12_marked = -12
[4_pro,2_assistant], #13_marked = -13
[4_pro,2_assistant], #14_marked = -14
[5_pro,2_assistant], #15_marked = -15
[5_pro,2_assistant.",FALSE,TRUE,0.9994578011392076,false_positive,0.9994578011392076,515.0,55.0,0.6181818181818182,6.636363636363637,0.12815533980582525,0.003875968992248062,0.26601941747572816,0.26601941747572816,15.0,0.0,21.0,0.0,15.0,0.0,15.0
"पौफिंफ्युल_Aंगिन्न (gossamer) के 2 प्रमुख बिंदुओं को जोड़ने वाली रेखा के साथ तीन आंकड़े बनाना है। इनमें प्राथमिक बिंदु (gossamer) के दोनों तरफ दूसरे बिंदुओं (gossamer) को जोड़ने वाली रेखाएं शामिल हैं। प्राथमिक बिंदु (gossamer) की एक सी दिशा में दूसरे बिंदुओं (gossamer) के लिए दोनों रेखाएं बनानी हैं। इन दोनों रेखाओं का मिलन बिंदु (gossamer) के नीचे होना चाहिए, और इन दोनों रेखाओं के बीच का कोण (g.",FALSE,TRUE,0.9990869263771729,false_positive,0.9990869263771729,398.0,130.0,0.3076923076923077,1.4692307692307693,0.002512562814070352,0.005291005291005291,0.04020100502512563,0.35175879396984927,0.0,0.0,90.0,0.0,0.0,1.0,1.0
"'),
                model('assistant', '', type=transformer),
                model('#shopping_cart', '', type=transformer),
                model('#order', '', type=transformer),
                model('#customer', '', type=transformer),
                model('#shipping_address', '', type=transformer),
                model('#billing_address', '', type=transformer),
                model('#payment', '', type=transformer),
                model('#product', '', type=transformer),
                model('#product_option', '', type=transformer),
                model('#product_option_value', '', type=transformer),
                model('#product_option_value', '', type=transformer),
                model('#product_option_value', '', type=transformer),
                model('#product_option_value', '', type=transformer),
                model('#product_option_value', '', type=transformer),
                model('#product_option_value', '', type=transformer),
                model('#product_option_value', '', type=transformer),
                model('#product_option_value', '', type=transformer),
                model('#product_option_value', '', type.",FALSE,TRUE,0.9951624911498084,false_positive,0.9951624911498084,1163.0,71.0,0.18309859154929578,8.774647887323944,0.0,0.0,0.18916595012897677,0.18916595012897677,18.0,0.0,58.0,11.0,18.0,0.0,19.0
"This book explores the factors associated both internally and in relation.
In , the average annual salary for a social worker in the United States was $44, The lowest 10 percent earned less than $25, while the highest 10 percent earned more than $65, The median annual salary was $43, Social workers employed by local, state, and federal governments generally received lower salaries than those in private practice.",FALSE,TRUE,0.995104627496029,false_positive,0.995104627496029,415.0,67.0,0.7313432835820896,5.0,0.02891566265060241,0.021671826625386997,0.03132530120481928,0.03132530120481928,1.0,0.0,18.0,0.0,0.0,1.0,2.0
"Most are in groups or unrecognisd masses of fellow New Yorker
They are the ones who do not know how to smile
They are the ones who have no place to call home
They are the ones who are always alone
They are the ones who never see the light
They are the ones who never see the sight
They are the ones who never see the night
They are the ones who never see the day
They are the ones who never know their way
They are the ones who have no place to stay
They are the ones who have no place to pray
They are the ones who have no place to play
They are the ones who have no place to stay
They are the ones who have no place to pray
They are the ones who have no place to play
They are the ones who have no place to stay
They are the ones who have no place to pray
They are the ones who have no place to play
They are the ones who have no place to stay
They are the ones who have no place to.",FALSE,TRUE,0.9927860291978865,false_positive,0.9927860291978865,885.0,195.0,0.2,3.5384615384615383,0.0,0.03188405797101449,0.0011299435028248588,0.0011299435028248588,19.0,0.0,156.0,0.0,0.0,0.0,20.0
"Sections in italien popular romaploshion. It told her to. The word ""romance"" can be used to describe any type of love story, but it is most commonly associated with the idea of a love between two people who meet and fall in love under unusual or difficult circumstances, or who must overcome obstacles to be together.",FALSE,TRUE,0.9918275879160878,false_positive,0.9918275879160878,317.0,56.0,0.8035714285714286,4.553571428571429,0.0,0.011764705882352941,0.022082018927444796,0.022082018927444796,0.0,0.0,11.0,0.0,2.0,1.0,3.0
"Is jess and katherine... 

JESS AND CHAD BATTLE REPUTATIONS ON ""DANCING WITH THE STARS""
The ""Dancing with the Stars"" castmates and former ""All My Children"" co-stars got into a heated argument over the phone with the show's host, Tom Bergeron, about the show's producers' decision to air a ""Reputation"" performance that was filmed before the episode aired.",FALSE,TRUE,0.9907185424747016,false_positive,0.9907185424747016,355.0,60.0,0.7166666666666667,4.65,0.0,0.2114695340501792,0.05070422535211268,0.05070422535211268,3.0,0.0,17.0,0.0,1.0,1.0,3.0
[DECODE ERROR] 0x800A03EB.,FALSE,TRUE,0.9884035904855789,false_positive,0.9884035904855789,26.0,3.0,1.0,7.0,0.23076923076923078,0.9333333333333333,0.11538461538461539,0.11538461538461539,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"freelancer.com offers different pricing tiers supposedly Land, who was raised in rural poverty, had an early start in life as a child actor on TV’s “I Dream of Jeannie” and “Bewitched” and went on to play the title role in the 1974 TV movie “The Legend of Lizzie Borden.",FALSE,TRUE,0.9861597672054441,false_positive,0.9861597672054441,270.0,51.0,0.8431372549019608,4.1568627450980395,0.014814814814814815,0.0625,0.014814814814814815,0.037037037037037035,0.0,0.0,8.0,0.0,1.0,1.0,2.0
[DECODE ERROR] .,FALSE,TRUE,0.9823239808573566,false_positive,0.9823239808573566,16.0,2.0,1.0,5.5,0.0,1.0,0.1875,0.1875,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Mr [Firstname]. Thank you [Quote inspiration] to [insert university or business]
[Your Name] [Your Address] [City, State ZIP Code] [Date]

Dear [First Name],

I am writing to express my sincere gratitude for the inspiration and guidance you have provided me throughout my academic and professional journey.",FALSE,TRUE,0.9819067136431174,false_positive,0.9819067136431174,306.0,46.0,0.8478260869565217,5.195652173913044,0.0,0.0794979079497908,0.06535947712418301,0.06535947712418301,5.0,0.0,7.0,0.0,2.0,0.0,5.0
"Additionally one can use branches pinned example snowballs for support.""*
  ""Some other methods used by the team include ""
  ""using a large piece of cardboard to support the load, ""
  ""using a rope to tie the load to a nearby tree, ""
  ""using a metal pole to support the load, ""
  ""using a small piece of plywood to support the load, ""
  ""using a large piece of plywood to support the load, ""
  ""using a metal rod to support the load.",FALSE,TRUE,0.9804862393846282,false_positive,0.9804862393846282,434.0,75.0,0.4666666666666667,4.24,0.0,0.006289308176100629,0.05069124423963134,0.05069124423963134,7.0,0.0,40.0,0.0,0.0,0.0,9.0
"for as far
‘Here Comes Peter Cotta...R’, and we’re all very excited.’
This is a poem I wrote for the blog ‘A Hundred Gourds’, in response to a prompt from ‘The Haiku Society of America’.",FALSE,TRUE,0.9798164085389917,false_positive,0.9798164085389917,186.0,37.0,0.8918918918918919,3.7027027027027026,0.0,0.10218978102189781,0.03763440860215054,0.08064516129032258,2.0,0.0,4.0,0.0,2.0,0.0,5.0
"Currently there’ve are three different Sony sets stick gaming controllers available. At 2021, Sony has released the DualSense Edge Wireless Controller for PlayStation 5, which is a unique version of their DualSense controller with swappable paddles and back plate.",FALSE,TRUE,0.9765869884737293,false_positive,0.9765869884737293,264.0,40.0,0.925,5.525,0.01893939393939394,0.06018518518518518,0.015151515151515152,0.01893939393939394,0.0,0.0,3.0,0.0,0.0,1.0,2.0
"Most of this stuff CAN memorize easily, like “the capital cities: Mexico City, Bogota, Lima, Quito, Santiago, Buenos Aires, Montevideo, Santiago, Valparaiso, Rio de Janeiro, Brasilia, Luanda, Kinshasa, Nairobi, Lagos, Accra, Dakar, Bamako, and Cairo.",FALSE,TRUE,0.9731852104949441,false_positive,0.9731852104949441,250.0,35.0,0.9714285714285714,5.542857142857143,0.0,0.13402061855670103,0.084,0.088,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"Activities can include roller sports in addition to running or gym jogging. It is also important to note that while many people find it difficult to maintain a consistent exercise routine, the most successful weight loss strategies are those that incorporate a variety of activities into a regular routine.",FALSE,TRUE,0.9707466876799654,false_positive,0.9707466876799654,306.0,49.0,0.8367346938775511,5.204081632653061,0.0,0.00784313725490196,0.00980392156862745,0.00980392156862745,0.0,0.0,8.0,0.0,0.0,1.0,2.0
"Based: (1, Sec = Sof, HbS(d), HbA2), HbA1c, Hb1Ac, Hb1C, Hb1Ac%, HbA1c (%) (2, 1 = Sf, HbS(b), HbA2(b))
The hemoglobin (Hb) A1c assay is a laboratory test used to measure the amount of glucose in red blood cells (RBCs).",FALSE,TRUE,0.9699683911467302,false_positive,0.9699683911467302,219.0,40.0,0.825,3.675,0.0502283105022831,0.20588235294117646,0.1506849315068493,0.1506849315068493,1.0,0.0,7.0,0.0,0.0,0.0,2.0
"Based the feedback we're producing #gaming events like IGCSE HOLIDAY WORKSHOPS, #IGCSE EXAM TUTORING, #IGCSE MOCK EXAMS, #IGCSE HOMEWORK HELP, #IGCSE REVISION COURSES and #IGCSE A LEVEL COURSES.",FALSE,TRUE,0.968114054481968,false_positive,0.968114054481968,194.0,29.0,0.7931034482758621,5.344827586206897,0.0,0.6967741935483871,0.061855670103092786,0.061855670103092786,0.0,0.0,6.0,0.0,0.0,1.0,1.0
"We should be celebrating unconstitutional discrimination - not celebrating the rights as if we had won
By the time you read this, the Supreme Court of India is expected to pronounce its verdict on the validity of Section 377 of the Indian Penal Code, which criminalises consensual sexual acts between adults of the same gender.",FALSE,TRUE,0.9681104741260989,false_positive,0.9681104741260989,327.0,54.0,0.8148148148148148,4.981481481481482,0.009174311926605505,0.03383458646616541,0.012232415902140673,0.012232415902140673,1.0,0.0,10.0,1.0,0.0,1.0,2.0
"At least say, that appeared to us as being her main motivation to leave Chicago. The 2016 World Series champion Chicago Cubs are playing the Los Angeles Dodgers in Game 4 of the National League Championship Series on Sunday at Dodger Stadium in Los Angeles.",FALSE,TRUE,0.9672591539957909,false_positive,0.9672591539957909,257.0,45.0,0.8,4.666666666666667,0.019455252918287938,0.0975609756097561,0.011673151750972763,0.011673151750972763,0.0,0.0,9.0,0.0,0.0,1.0,2.0
"Many feel, as one particular resident commented, 'that it would definitely be an inconvenience for people who have to come to the city centre to shop, and it's going to be a whole lot worse if you've got a lot of people coming in from outside the city centre and not having the opportunity to park here.",FALSE,TRUE,0.9611217475711785,false_positive,0.9611217475711785,303.0,59.0,0.7627118644067796,4.067796610169491,0.0,0.004166666666666667,0.0231023102310231,0.0231023102310231,0.0,0.0,14.0,0.0,0.0,1.0,1.0
"But also check online as US$ buyers get a discount off those tours. I would recommend getting a private guide to take you through the sites, as they are often a lot more informative and can be more flexible in terms of timing and itinerary.",FALSE,TRUE,0.9577368951162133,false_positive,0.9577368951162133,240.0,45.0,0.8888888888888888,4.266666666666667,0.0,0.020833333333333332,0.016666666666666666,0.016666666666666666,0.0,0.0,5.0,0.0,0.0,1.0,2.0
"unmanned vehicles are the next generation concerns Automation in agriculture offers a wealth of advantages and opportunities. The use of drones and other unmanned aerial vehicles (UAVs) can help farmers collect data on crops, soil, and weather conditions, reducing the need for manual labor and improving efficiency.",FALSE,TRUE,0.954271632294688,false_positive,0.954271632294688,316.0,47.0,0.8297872340425532,5.595744680851064,0.0,0.019011406844106463,0.022151898734177215,0.022151898734177215,0.0,0.0,8.0,0.0,0.0,1.0,2.0
"By optimizing seed nutrient composition—typically involving changes that affect sugar composition, amino acid composition, and other metabolic pathways—plant breeders can create seeds that produce better-tasting and more nutritious food products, according to a study published in the journal Science of Food Agriculture.",FALSE,TRUE,0.9490499177397687,false_positive,0.9490499177397687,321.0,45.0,0.8888888888888888,6.066666666666666,0.0,0.014652014652014652,0.01557632398753894,0.021806853582554516,0.0,0.0,5.0,0.0,0.0,1.0,1.0
"More information about this material: http : www.sanfrangolife. com / 2018 / 04 / 29 / 10 / 13 / a - short - history - of - the - bay - area - in - 13 - songs - by - local - artists
More information about this material.",FALSE,TRUE,0.9461981164592301,false_positive,0.9461981164592301,219.0,32.0,0.8125,4.59375,0.0639269406392694,0.015037593984962405,0.1050228310502283,0.1050228310502283,1.0,1.0,6.0,0.0,2.0,0.0,4.0
"Some groups need help as soon America’s healthcare priorities are changed</s> The American Heart Association, which has long been a major driver of cardiovascular disease research, announced earlier this month that it will be shifting its focus toward health equity.",FALSE,TRUE,0.9427069662324337,false_positive,0.9427069662324337,266.0,42.0,0.9761904761904762,5.238095238095238,0.0,0.02727272727272727,0.022556390977443608,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"(The participant is asking if...
Many People Have Been Talking to Animals, Says Animal Whisperer
Many people have been talking to animals, says animal whisperer
I am writing this to share with you all a very interesting experience I had with a young girl who was just five years old at the time.",FALSE,TRUE,0.9392403011697693,false_positive,0.9392403011697693,295.0,53.0,0.7169811320754716,4.452830188679245,0.0,0.05508474576271186,0.023728813559322035,0.023728813559322035,3.0,0.0,15.0,0.0,1.0,1.0,4.0
"Based the research by Dr.Rich E. Snyder – an associated Professor, Department of Psychology, University of New Hampshire, and his colleagues, it was found that the majority of people who report a strong sense of purpose in life also report a strong sense of self-efficacy.",FALSE,TRUE,0.9392035053741566,false_positive,0.9392035053741566,272.0,46.0,0.8043478260869565,4.760869565217392,0.0,0.0502283105022831,0.029411764705882353,0.03308823529411765,0.0,0.0,9.0,0.0,2.0,1.0,3.0
"Two important steps are marking out or labeling different types have different guidelines for sorting, but they are not always available in the same way as you can get from other languages, and they can be used to provide a better understanding of the language.",FALSE,TRUE,0.9370647619454415,false_positive,0.9370647619454415,261.0,45.0,0.8888888888888888,4.7555555555555555,0.0,0.004672897196261682,0.011494252873563218,0.011494252873563218,0.0,0.0,5.0,0.0,0.0,1.0,1.0
"One type of researcher who out-of-doornursery schools for professional soccer players. The study found that, as a group, they were more likely to have experienced a traumatic brain injury (TBI) and had a higher rate of depression and anxiety than the general population.",FALSE,TRUE,0.9366744657253409,false_positive,0.9366744657253409,270.0,45.0,0.8666666666666667,4.888888888888889,0.0,0.022727272727272728,0.02962962962962963,0.02962962962962963,0.0,0.0,6.0,0.0,0.0,1.0,2.0
"Although Team India had been belewhited by a series-damining defeat against Australia, it was a relief for the Indian cricket fans when the selectors announced a 15-man squad for the ICC World Cup 2019, which was to be held in England in May.",FALSE,TRUE,0.9345913421761944,false_positive,0.9345913421761944,242.0,45.0,0.8444444444444444,4.333333333333333,0.024793388429752067,0.06349206349206349,0.02066115702479339,0.02066115702479339,0.0,0.0,7.0,0.0,0.0,1.0,1.0
"#246

    [""Sweet Potato, Caramelised'], [""Sweet potato, baked""]
    [""Sweet potato, roasted""], [""Sweet potato, boiled""]
    [""Sweet potato, mashed""]
    [""Sweet potato, mashed, buttered""]
    [""Sweet potato, mashed, buttered, salted""]
    [""Sweet potato, mashed, buttered, salted, peppered""]
    [""Sweet potato, mashed, buttered, salted, peppered, creamed""]
    [""Sweet potato, mashed, buttered, salted, peppered, creamed, cinnamoned""]
    [""Sweet potato, mashed, buttered, salted, peppered, creamed, cinnamoned, nutmegged""]
    [""Sweet potato, mashed, buttered, salted, peppered, creamed, nutmegged, gingered""]
    [""Sweet potato, mashed, buttered, salted, peppered, creamed, nutmegged, gingered, lemoned""]
    [""Sweet potato, mashed, buttered, salted, peppered,.",FALSE,TRUE,0.9263920898857595,false_positive,0.9263920898857595,765.0,80.0,0.2,6.5875,0.00392156862745098,0.030534351145038167,0.1437908496732026,0.1437908496732026,13.0,0.0,64.0,0.0,4.0,0.0,13.0
"Whether visitors leave their car preset using Spot's GPS location within days of their trip, or they simply use it to track their phone's location in real-time while they're on vacation, Spot's GPS location-sharing technology is a game-changer in the world of vacation home rentals.",FALSE,TRUE,0.9259626266882316,false_positive,0.9259626266882316,282.0,52.0,0.7692307692307693,4.384615384615385,0.0,0.039473684210526314,0.03546099290780142,0.03546099290780142,0.0,0.0,12.0,0.0,0.0,1.0,1.0
"Here to stay in 88 Clargreed Way, Unit A? Based on information from California Regional Multiple Listing Service as of April 24, 2019, the property taxes for 88 Clargreed Way, Unit A, 92507 are estimated to be $4,347.",FALSE,TRUE,0.9254395688471971,false_positive,0.9254395688471971,217.0,39.0,0.8461538461538461,4.384615384615385,0.08755760368663594,0.10526315789473684,0.041474654377880185,0.041474654377880185,0.0,0.0,6.0,0.0,0.0,1.0,2.0
"However,” she notes that ”Before second...
Why We Must All Be Content Creators | The Content Strategist
By Sarah Goodall on October 4, 2016
In the past, the term “content creator” was reserved for those who worked in the digital media industry.",FALSE,TRUE,0.9247189547369752,false_positive,0.9247189547369752,244.0,41.0,0.8536585365853658,4.658536585365853,0.020491803278688523,0.0913978494623656,0.03278688524590164,0.04918032786885246,3.0,0.0,6.0,0.0,0.0,0.0,4.0
"If these sub-systems are compromised integral system usability and quality may diminish. While the term ""system"" implies a holistic approach, the reality is that systems are composed of many subsystems that interact with one another.",FALSE,TRUE,0.9245459105964206,false_positive,0.9245459105964206,233.0,36.0,0.8611111111111112,5.361111111111111,0.0,0.010362694300518135,0.02575107296137339,0.02575107296137339,0.0,0.0,5.0,0.0,0.0,0.0,2.0
"시계바이스 (clockworm theme, from the Seiun 1991-1992 collection) - Yukiya Izumikawa, translated by Andrew Masterson
Yukiya Izumikawa (1929-2010) was a prominent Japanese SF writer who published hundreds of short stories, novels, and essays.",FALSE,TRUE,0.924092498543293,false_positive,0.924092498543293,236.0,34.0,0.9411764705882353,5.647058823529412,0.06779661016949153,0.056818181818181816,0.05084745762711865,0.05084745762711865,1.0,0.0,2.0,0.0,0.0,0.0,2.0
"PersonallyI think we dramatically minimized everything that goes in to building a sustainable model. Based on the passage above, How did the author's experience with a previous company compare to their current company in terms of providing resources and support to employees.",FALSE,TRUE,0.9223809807132248,false_positive,0.9223809807132248,275.0,43.0,0.8604651162790697,5.348837209302325,0.0,0.017391304347826087,0.014545454545454545,0.014545454545454545,0.0,0.0,6.0,0.0,0.0,1.0,2.0
"Although some attribute these delays to government initiatives such other roadworks or improvement projects–which are undoubtedly needed–the fact remains that this is a case of the government failing to properly plan and coordinate its own projects, leaving the public to suffer the consequences.",FALSE,TRUE,0.9206951421241217,false_positive,0.9206951421241217,296.0,45.0,0.8444444444444444,5.555555555555555,0.0,0.004,0.006756756756756757,0.013513513513513514,0.0,0.0,7.0,0.0,0.0,1.0,1.0
"Traditional therapies may be affected under these circumstances. For Example: a trained therapist may be able to use a variety of techniques to help an individual overcome their addiction, such as cognitive-behavioral therapy, motivational interviewing, or contingency management.",FALSE,TRUE,0.9199703993227368,false_positive,0.9199703993227368,280.0,39.0,0.8974358974358975,6.051282051282051,0.0,0.012711864406779662,0.025,0.025,0.0,0.0,4.0,0.0,0.0,1.0,2.0
