text,true_label,pred_label,pred_prob_TRUE,error_type,confidence,abnormal_score,hard_category,raw_sample_weight_if_trained
"Using fine scissors specifically recommended but a standard shoeshask or pet clip won't hurt), or even a pair of fingering nail sheaves.",TRUE,FALSE,0.004964341,false_negative,0.99503565,0,hard_clean_TRUE,2.5
"Как аутор а комику герова из Tarzan, а то и спорно Туга Ніедор. А наша босса Туга не вдається до нас.",TRUE,FALSE,0.0050807986,false_negative,0.9949192,0,hard_clean_TRUE,2.5
Laying out wire baskets filled the dining theme of order and harmony. Both of dishes will be served with atabafo (sliced beef with potatoes in a tomato-based sauce) and rice.,TRUE,FALSE,0.0052307094,false_negative,0.9947693,0,hard_clean_TRUE,2.5
"What planning processes can one initiate should I require'?""}\
user:{s} {""assistant,""/s}  

The above response indicates the user wants to know if there is any specific planning process they can initiate in order to achieve their goal.",TRUE,FALSE,0.0053009093,false_negative,0.9946991,6,easy_noisy_TRUE,0.85
"[DECODE ERROR] - The value for the ""decode"" parameter of the ""decode"" function is not valid.",TRUE,FALSE,0.012765809,false_negative,0.9872342,2,medium_clean_TRUE,1.5
[DECODE ERROR] - Error decoding the input stream.,TRUE,FALSE,0.017239345,false_negative,0.98276067,2,medium_clean_TRUE,1.5
"How spicy can this burger heat it all buy? Blend the cooked rice solids, cucumber (peeled), seasoned pecan pieces with the remaining 1/4 cup of water and the remaining 1/2 cup of broth.",TRUE,FALSE,0.022427335,false_negative,0.9775727,1,hard_clean_TRUE,2.5
[DECODE ERROR] 2.,TRUE,FALSE,0.023903878,false_negative,0.9760961,2,medium_clean_TRUE,1.5
"Book descriptions on Amazon . The New Testimony library, consisting of over cooking disease, tells things about a healthy and balanced life.",TRUE,FALSE,0.027015366,false_negative,0.9729846,0,hard_clean_TRUE,2.5
"We get inside looks online at casting presentations where Disney is reportedly courcing Emma Watson Who Soulful Native Caribiennes Are Making Their Mark In Hollywood And How Theyre Fighting To Preserve Their Culture
We get inside looks online at casting presentations where Disney is reportedly courcing Emma Watson
Who Soulful Native Caribiennes Are Making Their Mark In Hollywood And How Theyre Fighting To Preserve Their Culture
The Walt Disney Company has announced that it will be producing a live-action remake of its animated classic ""Mulan,"" which will be released on November 2, 2018.",TRUE,FALSE,0.0866753,false_negative,0.9133247,4,easy_noisy_TRUE,0.85
"Let that glow come ‘out’.

```{center_dp}
![img-1_pQ9s.d8Tu](theory-3_img_1_pQ9s.",TRUE,FALSE,0.104160614,false_negative,0.8958394,5,easy_noisy_TRUE,0.85
"What is lost of the time is used"",
        objects=[""food"", True], verbosity=0)

      to_buy_str = items_to_string(to_buy)

      if to_buy_str.",TRUE,FALSE,0.11124628,false_negative,0.8887537,5,easy_noisy_TRUE,0.85
Reply. 6500. This living victoria v3 4 door wardrobe exquisite 97mm thick tough glass painted glass door wardrobe is a wardrobe with the perfect combination of style and functionality.,TRUE,FALSE,0.18079768,false_negative,0.8192023,1,hard_clean_TRUE,2.5
