row_id,text,roberta_base,roberta_label_style_calibrated,roberta_label_style_rankblend_0p90,modernbert_lora_v2,modernbert_base,roberta_base_cv,roberta_base_cv_v2,roberta_style_features,roberta_base_rank,roberta_label_style_calibrated_rank,roberta_label_style_rankblend_0p90_rank,modernbert_lora_v2_rank,modernbert_base_rank,roberta_base_cv_rank,roberta_base_cv_v2_rank,roberta_style_features_rank,score_anchor_rank_light,score_anchor_rank_balanced,score_anchor_rank_calibrator,score_anchor_rank_modernbert
12,High-ranking fashion designers are having dilettentism with shoe trends consisting of the most recent season.,0.0053625884,0.092640741214164,0.3287619047619047,1.3884467e-08,0.005523075,0.0278465270530432,0.0622221931815147,0.011995262,0.3242857142857143,0.36904761904761907,0.33380952380952383,0.04476190476190476,0.2561904761904762,0.6285714285714286,0.6595238095238095,0.34095238095238095,0.3221,0.32340476190476186,0.33131428571428573,0.3023666666666667
13,"Once standing at its summit. What an incredible feat! To be able to do this, I had to walk to the end of the road.",0.0040253145,0.0604046473291123,0.0593809523809523,5.531032e-07,0.0035869854,0.0060466293555994,0.012488856477042,0.009104302,0.062380952380952384,0.03238095238095238,0.04904761904761905,0.23047619047619047,0.21142857142857144,0.21857142857142858,0.22904761904761906,0.17476190476190476,0.07238095238095239,0.07946190476190478,0.05711428571428572,0.09143333333333334
14,However there is essential that you understand you also need different materials for different tasks. Plumbing tools what am I die wearing there is also a type of pipe that is made from the plastic material.,0.9855993,0.9894170841078986,0.9903809523809524,0.99997616,0.9963642,0.8800751169522604,0.575544555981954,0.80622876,0.9923809523809524,0.9723809523809523,0.9923809523809524,0.92,0.9180952380952381,0.9380952380952381,0.888095238095238,0.8438095238095238,0.9848142857142859,0.9806380952380952,0.9895809523809524,0.9793
15,"At least, over multiple visits throughout history, to the cinema is a major part of the entertainment industry in the United States, and is a major source of income and employment for thousands of people.",0.004997559,0.0814341253108675,0.2596666666666666,6.696733e-05,0.11883648,0.0141316293738782,0.0174396297583977,0.012783535,0.26095238095238094,0.2480952380952381,0.2602380952380952,0.48142857142857143,0.5314285714285715,0.5628571428571428,0.4695238095238095,0.3680952380952381,0.27922857142857144,0.29116904761904755,0.2590952380952381,0.304647619047619
16,"When analyzing a particular technology outside your organization more broadly—is crucial when assessing return potential when considering a new technology include body-to-surface ratio, and the cost of materials and manufacturing.",0.9437889,0.9738558822771768,0.817952380952381,0.9999926,0.9971194,0.7796668807665507,0.2841883728901545,0.6238301,0.8157142857142857,0.8380952380952381,0.8166666666666667,0.9388095238095238,0.9319047619047619,0.8214285714285714,0.7719047619047619,0.7852380952380953,0.8244095238095238,0.8281285714285714,0.8189238095238095,0.8335095238095239
17,"Some people only acquire and use smartphones, while many preferred to avoid ownership entirely.
Choosing the type or form cell phone that possesses purchase beforehand, you should look for the following characteristics.",0.9796499,0.9896979524288566,0.9498095238095238,0.9999889,0.999097,0.8516984383265177,0.5534261246522268,0.8239791,0.9471428571428572,0.9738095238095238,0.9523809523809523,0.9319047619047619,0.9866666666666667,0.8661904761904762,0.871904761904762,0.8547619047619047,0.948104761904762,0.9473238095238095,0.9512952380952381,0.9452238095238095
18,"aoke, or trivia night are whisper county line by his side that night.",0.008525829,0.1026303248422093,0.5243809523809524,0.6717188,0.7050174,0.0478092802222818,0.0551648731033007,0.020695973,0.5323809523809524,0.4523809523809524,0.5304761904761904,0.7238095238095238,0.6795238095238095,0.6580952380952381,0.650952380952381,0.5076190476190476,0.538947619047619,0.5450333333333333,0.5210285714285715,0.5625809523809523
19,"pops of red to create interest...
Summerclear Farm: Sunroom Arrangement - Daylily 'Honey Mango', Gerbera Daisy, and Hydrangea.",0.9695701,0.9799481333664136,0.8835714285714286,0.9989103,0.9811032,0.8516168793042501,0.3805657160778841,0.6144271,0.8847619047619047,0.8728571428571429,0.8833333333333333,0.8323809523809523,0.8180952380952381,0.8657142857142858,0.8038095238095239,0.7828571428571428,0.8793238095238096,0.8763285714285713,0.8829809523809523,0.875
20,"This agenda has some variance depending as programs are imported. Some programs used to have regular meetings knowing-organized, but now they have become more infrequent.",0.54667586,0.8290084759029579,0.7371904761904762,0.7414362,0.9327358,0.1161957482496897,0.0430317043016354,0.123470575,0.7371428571428571,0.7376190476190476,0.7371428571428571,0.7295238095238096,0.7547619047619047,0.6985714285714286,0.6290476190476191,0.660952380952381,0.7357619047619048,0.7343285714285713,0.7372095238095239,0.7354095238095237
21,"This kind of page will help keep mental tracking better, reducing your levels anxiety and worry.",0.0039673205,0.0767276469817976,0.0675714285714285,1.0143775e-05,0.00678031,0.0050065659452229,0.0110170395734409,0.0062997686,0.05476190476190476,0.18285714285714286,0.055714285714285716,0.39095238095238094,0.2757142857142857,0.024761904761904763,0.03619047619047619,0.019523809523809523,0.08242857142857142,0.09346666666666667,0.07277142857142857,0.09864285714285713
22,"Clearly an arizona native myself), and associated them mentally to you. Since I was born and the others since they were adopted.",0.9446986,0.9713166516872987,0.8198095238095238,0.9996722,0.93036956,0.8377613226572672,0.6152119437853495,0.91246915,0.819047619047619,0.8266666666666667,0.8185714285714286,0.8561904761904762,0.7528571428571429,0.8547619047619047,0.9261904761904762,0.9423809523809524,0.8212285714285716,0.8228761904761903,0.8200761904761905,0.8212380952380952
23,"As both a bus and train hub Metro Point Park & Town Tavern residents can easily take public transportation to work, school, and entertainment destinations throughout the city.",0.0066986475,0.1177146322877165,0.4571904761904762,2.703339e-05,0.030522905,0.00944855545337,0.0129845042402545,0.010398025,0.45095238095238094,0.5133333333333333,0.4614285714285714,0.43857142857142856,0.42428571428571427,0.5009523809523809,0.27285714285714285,0.2604761904761905,0.4540523809523809,0.4538190476190476,0.46052380952380956,0.4475999999999999
24,"To get quick results, ignite consistent effort discipline and make modifications according specifically.""
""I'm not a morning person.",0.007174993,0.1006130809627247,0.4764761904761905,0.18936527,0.939873,0.0866635562852025,0.078776782254378,0.05891176,0.48095238095238096,0.4361904761904762,0.4828571428571429,0.6885714285714286,0.7604761904761905,0.689047619047619,0.68,0.6209523809523809,0.4954142857142857,0.5055952380952381,0.4748380952380953,0.5218428571428572
25,"If the description is not concise  enough to get completed in short time, then it is likely to make your reader lose interest.",0.0038020439,0.0708481733996819,0.0364761904761904,8.922148e-09,0.00056248845,0.0057473278914888,0.0121620506669084,0.0075302906,0.02761904761904762,0.11619047619047619,0.02761904761904762,0.03571428571428571,0.06904761904761905,0.16,0.1919047619047619,0.07666666666666666,0.038823809523809524,0.04413809523809523,0.04001904761904762,0.03479047619047619
26,"Where a girl gets it.. Fifty-two 60s.
The girl who gets it, gets it.",0.0053106477,0.0330714404453781,0.2821428571428572,2.808161e-07,0.0025225598,0.0076693268492817,0.0138400165364146,0.009733668,0.31333333333333335,0.0014285714285714286,0.2814285714285714,0.18619047619047618,0.1823809523809524,0.4147619047619048,0.3319047619047619,0.21714285714285714,0.28060000000000007,0.2707523809523809,0.26711428571428575,0.2962857142857143
27,Have I poked sticks to the heavens enough or might I need to make a small mountain of sticks.,0.003362479,0.0525558136607869,0.0027619047619047,1.07897726e-07,0.0025837547,0.0051250053802505,0.0118062107202907,0.0077525647,0.0019047619047619048,0.010476190476190476,0.0004761904761904762,0.13523809523809524,0.1838095238095238,0.04047619047619048,0.14476190476190476,0.0980952380952381,0.01331904761904762,0.01974761904761905,0.0029904761904761905,0.026533333333333336
28,"How thoughtful of me!"" it's as if his voice has a note in style that is sweet and low.",0.0037828756,0.0784833443510745,0.0441904761904762,9.628935e-05,0.035512615,0.0058868881703043,0.0118149458430707,0.010692809,0.02619047619047619,0.2061904761904762,0.03333333333333333,0.5009523809523809,0.43476190476190474,0.18761904761904763,0.14523809523809525,0.2757142857142857,0.07084285714285714,0.09104285714285715,0.051961904761904765,0.09851428571428571
29,"gives the chef full creative liberty. Symptoms include dizziness or sudden tremors, and can occur at any time of day.",0.0056511266,0.0942481384553658,0.3613809523809524,8.735142e-08,0.046688262,0.0068231544767816,0.0132592371975382,0.012281225,0.3585714285714286,0.38666666666666666,0.37047619047619046,0.12476190476190477,0.4666666666666667,0.34,0.2976190476190476,0.3538095238095238,0.35330952380952385,0.34983809523809517,0.3634571428571429,0.33961428571428565
30,Then how to incorporate new tree and foliage preferences into construction of outdoor structures suitable. Leading landscape outfactors in San Dimasiliano have the best ideas for landscaping your yard with trees and shrubs.,0.976752,0.989399878270532,0.9294761904761903,0.99996936,0.99629635,0.880099336306254,0.611186953385671,0.7639133,0.9247619047619048,0.9719047619047619,0.929047619047619,0.9135714285714286,0.9176190476190477,0.9385714285714286,0.9223809523809524,0.8223809523809524,0.9282285714285716,0.9291190476190476,0.931704761904762,0.9235380952380952
31,"Additionally included in classrooms, the art teacher send home artist rolls with their students throughout their school ...
Art Caves Decorating Co., Ltd.",0.9677133,0.9749432394414692,0.8745714285714286,0.99999845,0.99355996,0.8434792757034302,0.4869482278823853,0.80971086,0.878095238095238,0.8428571428571429,0.8757142857142857,0.9688095238095238,0.8833333333333333,0.8580952380952381,0.84,0.8466666666666667,0.8783333333333333,0.878842857142857,0.8729714285714285,0.8866476190476189
32,"By focusing less of an indoor rain environment to their window, individual households can decrease the amount of energy used by their air conditioning units, which can reduce their electricity bills and help to mitigate the effects of climate change.",0.0046492764,0.0900094465343471,0.2184761904761904,0.079087004,0.5572162,0.0071764236781746,0.0136551030601064,0.026036523,0.20476190476190476,0.3419047619047619,0.21428571428571427,0.669047619047619,0.6538095238095238,0.3761904761904762,0.32047619047619047,0.5428571428571428,0.24653809523809528,0.26621428571428574,0.22472380952380955,0.2782285714285715
33,"At Chef Lachaux Restaurant Nest à la Vanner (translated to Chef Lachaux's Nest at Home), the menu is a delightful mix of classic French and modern French-inspired dishes.",0.007276976,0.1005569522610739,0.4832857142857143,1.122957e-05,0.030909881,0.0089616452654202,0.0160343901564677,0.016971858,0.48857142857142855,0.4357142857142857,0.490952380952381,0.3980952380952381,0.4247619047619048,0.48428571428571426,0.430952380952381,0.46285714285714286,0.47892380952380953,0.4748714285714286,0.48136190476190477,0.4756714285714285
34,"Şimdi Devolver Digital said in our acceptance meeting'.
The team is grateful for seeing “the light” people. Through many conversations with the team, I was able to understand that the team was in a position where they were trying to make a decision and I was there to provide the options they had.",0.97427124,0.9869101576312664,0.9116666666666666,0.9969252,0.96628803,0.8586231470108032,0.5470886945724488,0.81769514,0.9085714285714286,0.9395238095238095,0.910952380952381,0.8095238095238095,0.7928571428571428,0.8766666666666667,0.8690476190476191,0.8514285714285714,0.904152380952381,0.9009904761904761,0.9130952380952382,0.891847619047619
35,"Every thing was good me me - blood, blood plates etc great. But the service was very slow.",0.008133012,0.0697462924009938,0.4769047619047619,5.4246593e-06,0.06464563,0.0103819609309236,0.0265557463591297,0.014255522,0.518095238095238,0.1061904761904762,0.48428571428571426,0.36047619047619045,0.49142857142857144,0.52,0.5695238095238095,0.41,0.47748571428571424,0.46534761904761907,0.45772380952380953,0.501552380952381
36,"approve , recommend , applaud, enjoy Gates Mills News & Sports. Once you have tried the recipes above from the 'Taste of Cleveland' cookbook, let us know which ones you enjoyed the most.",0.16286805,0.5849252074395878,0.7099047619047619,0.0012114402,0.12644885,0.1673868062595526,0.0672980722660819,0.18422128,0.71,0.709047619047619,0.71,0.5823809523809523,0.5366666666666666,0.7104761904761905,0.6657142857142857,0.6866666666666666,0.7009142857142857,0.6961714285714284,0.7098666666666666,0.6881380952380951
37,"Seeing it groaning with weight is a bit more meaningful, significant action than simply having a comfortable place to drape plastic ties clamping down the lid.",0.97822124,0.986561931757952,0.9346190476190476,0.31206825,0.92594,0.6894152462482452,0.2595340070625146,0.6684327,0.9347619047619048,0.9333333333333333,0.9369047619047619,0.700952380952381,0.75,0.800952380952381,0.7638095238095238,0.7971428571428572,0.9186380952380953,0.9091023809523809,0.9347333333333334,0.8977571428571428
38,Slide projector presentation boards Saturday double murder in Leesburgh. The victim was a 29-year-old woman who was found in her apartment.,0.010773747,0.1360496358936332,0.5751428571428572,8.256762e-06,0.16273238,0.0136034816193083,0.0595792001734177,0.04298632,0.5761904761904761,0.5657142857142857,0.579047619047619,0.38285714285714284,0.5538095238095239,0.5561904761904762,0.6561904761904762,0.5957142857142858,0.5678857142857142,0.5642714285714284,0.574952380952381,0.5561380952380951
39,Practice blending in natural shades upwards crease blends to achieve a gorgeous oestrogenic look.,0.0054635755,0.0876887025602401,0.3344761904761905,8.834365e-07,0.00428559,0.0060293717930714,0.0118698893735806,0.011352263,0.3361904761904762,0.319047619047619,0.33904761904761904,0.2523809523809524,0.22285714285714286,0.21571428571428572,0.15428571428571428,0.3076190476190476,0.32629047619047624,0.3202,0.33401904761904766,0.31791428571428565
40,"but if your friend and guests taste the wine after the party, they'll know it's not a good quality wine.",0.004156822,0.0655264942014905,0.0882857142857142,5.171283e-09,0.00025005126,0.005376863409765,0.011287745522956,0.005747289,0.09047619047619047,0.06857142857142857,0.07857142857142857,0.024285714285714285,0.037142857142857144,0.09,0.06523809523809523,0.005238095238095238,0.08427619047619046,0.08136666666666666,0.08645714285714286,0.08092857142857142
41,"Whether around the neck or unlocked firmly in place in an easy-access leather case, this handy guide is a great reference for any electric guitarist.",0.0062842946,0.1148386996422067,0.4283333333333333,9.100335e-07,0.0069188233,0.0061547788015256,0.012119003261129,0.010147442,0.4204761904761905,0.4990476190476191,0.43142857142857144,0.2538095238095238,0.2785714285714286,0.23714285714285716,0.18714285714285714,0.24428571428571427,0.4135285714285715,0.4065095238095238,0.432352380952381,0.39071428571428574
42,Applications - Types I. A unimellered or unidimensional object consists of two or now shown guidelines. The unimelled or unidimensional object is a straight or curved line.,0.08163886,0.3397669389231351,0.6907619047619048,0.5669221,0.4434475,0.1832899507135152,0.2190788855155309,0.29279187,0.6923809523809524,0.6761904761904762,0.6914285714285714,0.7180952380952381,0.6309523809523809,0.7176190476190476,0.75,0.7147619047619047,0.6916761904761904,0.692052380952381,0.6900380952380953,0.6929619047619048
43,"Hereunder are described the most extended morphological and morphogenenetic events in the development of the avian embryo, from fertilization to hatching.",0.0050647077,0.09439665395667,0.2848095238095238,5.7293023e-06,0.022042332,0.0057895847906668,0.0116743944585323,0.009676231,0.2733333333333333,0.3880952380952381,0.2838095238095238,0.36333333333333334,0.3961904761904762,0.16714285714285715,0.12333333333333334,0.2119047619047619,0.28642857142857137,0.2895047619047619,0.29023809523809524,0.2848523809523809
44,Here'' are ten recommendations included visually since there is practically nothing than can beat the sight of a delicious meal being served on a gorgeous tablecloth.,0.006007341,0.1139102101072278,0.4059047619047619,3.6424922e-07,0.06431034,0.0067286282622565,0.0133338856821258,0.010053259,0.39571428571428574,0.4976190476190476,0.40904761904761905,0.2019047619047619,0.490952380952381,0.3252380952380952,0.30428571428571427,0.23761904761904762,0.3969333333333333,0.3948285714285715,0.4110476190476191,0.37877142857142854
45,"A similar method, that pays special concern altogether to larger organizational or company units rather issues, principles the OKX model goals which stands for.",0.98043984,0.9890122447388832,0.957904761904762,0.99999976,0.99875605,0.887798806031545,0.6460944294929504,0.90878546,0.9566666666666667,0.969047619047619,0.9576190476190476,0.9911904761904762,0.9719047619047619,0.9619047619047619,0.959047619047619,0.9323809523809524,0.959457142857143,0.9606523809523811,0.9584761904761905,0.9610095238095239
46,"After rinsding your face, frame comments into a separate text box. The text box will automatically resize as you type.",0.0057138004,0.0777689237572825,0.3489047619047619,1.8884519e-07,0.00026035935,0.0054429538237551,0.0128934934735298,0.009649944,0.3661904761904762,0.19333333333333333,0.35428571428571426,0.16095238095238096,0.03857142857142857,0.09761904761904762,0.2652380952380952,0.21095238095238095,0.33342857142857146,0.3185380952380952,0.34103809523809525,0.3229047619047619
47,"And communicate those plans not particularly in order activism but really transparently. Because I ask that a win-win for everyone affects the total situation, which I think is very important.",0.9783318,0.98964148020552,0.9403333333333334,0.9999995,0.99900323,0.7662142217159271,0.505919395883878,0.91478,0.9366666666666666,0.9733333333333334,0.9423809523809524,0.9854761904761905,0.9838095238095238,0.8157142857142857,0.849047619047619,0.9433333333333334,0.9406380952380953,0.9409047619047619,0.9422571428571429,0.9406095238095237
48,Following up comes the tonemedrugstore/toni-stone-healer/. I then went to the web and found a few more articles on the subject.,0.008275154,0.1109783059928491,0.5210476190476191,0.013468914,0.349736,0.0081439833156764,0.0399095385024944,0.034964696,0.5247619047619048,0.4876190476190476,0.5252380952380953,0.64,0.6157142857142858,0.44761904761904764,0.6214285714285714,0.5761904761904761,0.5284333333333334,0.5311142857142856,0.5196000000000001,0.5402571428571428
49,"After struggling with motivation and organization sets as well as challenges related in balancing a full-time job and a full-time course load, I have decided to take a semester off from school and pursue a career in a different field.",0.004964317,0.0835963060360441,0.2560952380952381,1.0428568e-05,0.021441571,0.0166732383271058,0.0167482475439707,0.06439999,0.2542857142857143,0.2723809523809524,0.25523809523809526,0.3933333333333333,0.3919047619047619,0.5833333333333334,0.44952380952380955,0.6247619047619047,0.2693285714285715,0.27911904761904766,0.2568952380952381,0.2836047619047619
50,"Based alone those preferences that exc!””@

An A: ""An A"" is a grade that you earn in school.",0.022891652,0.1449532060418687,0.633952380952381,0.00015618073,0.055880785,0.0347525985756268,0.0312672623743613,0.1152462,0.64,0.5795238095238096,0.6366666666666667,0.5223809523809524,0.4795238095238095,0.6409523809523809,0.5923809523809523,0.6552380952380953,0.626647619047619,0.6209142857142856,0.6312666666666668,0.6197571428571428
51,"Looking outside firmly at my computer monitor, there may conceit bestowed on me by all the second-hand volumes being read neatly this evening by all the students in the library, for they would find that I have been doing nothing but writing for the last three months.",0.95869684,0.9831222556088998,0.8487142857142858,0.9999188,0.99671257,0.9005670150121053,0.6122220714886984,0.8988853,0.8433333333333334,0.8971428571428571,0.8485714285714285,0.8861904761904762,0.9257142857142857,0.9947619047619047,0.9238095238095239,0.92,0.8535285714285716,0.8587619047619047,0.8512857142857144,0.8555714285714285
52,"The best people for this are certainly experts, especially for particularly difficult locations. They’ll have the most up-to-date knowledge of the area and will be able to recommend the best routes, accommodations, and activities.",0.0063139093,0.1167524165524011,0.4326190476190476,1.9880254e-06,0.016137471,0.0052339854106927,0.0115953811133901,0.006708684,0.42428571428571427,0.5076190476190476,0.4357142857142857,0.3038095238095238,0.3676190476190476,0.06095238095238095,0.10809523809523809,0.03428571428571429,0.41866190476190474,0.41090000000000004,0.4368666666666667,0.3989761904761905
53,"These are precisely the moments when dub writers turn their focus unto creativity, and this is precisely why I love dub music.",0.0037198823,0.0675270259692435,0.0255714285714285,6.10251e-08,0.00041085322,0.0050089395372197,0.0110467310373981,0.007304614,0.01904761904761905,0.08428571428571428,0.018095238095238095,0.10523809523809524,0.05714285714285714,0.025238095238095237,0.03857142857142857,0.06333333333333334,0.028695238095238093,0.03233333333333333,0.028104761904761907,0.02989047619047619
54,"(TIP #14: If pina    More user comments »
The Best of 2014.",0.008133343,0.0906325322334472,0.5017619047619049,0.0013792093,0.12786575,0.0070317746140062,0.0157793782651424,0.015516787,0.5185714285714286,0.3504761904761905,0.508095238095238,0.5866666666666667,0.5376190476190477,0.36333333333333334,0.41714285714285715,0.44,0.5052428571428572,0.500552380952381,0.4942,0.5222142857142856
55,"One garment had intricate ravinals detailing, another feathers at every seam.",0.0060942303,0.0799256590484154,0.3856190476190476,1.292347e-05,0.012819295,0.0118784587830305,0.0176223827836414,0.018177196,0.4033333333333333,0.2261904761904762,0.3914285714285714,0.4066666666666667,0.34809523809523807,0.5428571428571428,0.4766666666666667,0.4780952380952381,0.38984285714285716,0.38758571428571426,0.37758095238095235,0.4044285714285714
56,"Today only is when giving 2% per week or 100%, and I will be there for you, my friend.",0.0055526337,0.1104739845238052,0.3596666666666666,1.034244e-05,0.10078136,0.0107008557921896,0.0183295788864294,0.00818971,0.3457142857142857,0.48523809523809525,0.36714285714285716,0.39285714285714285,0.5219047619047619,0.5238095238095238,0.4895238095238095,0.12238095238095238,0.3663619047619049,0.3757190476190476,0.36696190476190477,0.3642380952380952
57,"Flanked by mountains worth, you can easily be a few pounds in the past, and it is not that easy for you to find it.",0.0052452087,0.1022564982953345,0.3173809523809524,9.644834e-07,0.006464708,0.0168056381323064,0.036938922603925,0.0093811415,0.3028571428571429,0.4480952380952381,0.3223809523809524,0.2557142857142857,0.2719047619047619,0.5857142857142857,0.61,0.19428571428571428,0.31865238095238096,0.32679047619047624,0.32475238095238096,0.30532380952380955
58,"While some mornings start with a piping glass of coffee at Starbucks or expressos, other mornings start with a cup of tea.",0.004744614,0.0559044954324682,0.1999523809523809,1.9274761e-08,0.0007398312,0.0061535675389071,0.0118418378445009,0.012974581,0.22,0.019523809523809523,0.1980952380952381,0.05761904761904762,0.08857142857142856,0.23523809523809525,0.14952380952380953,0.3761904761904762,0.1934095238095238,0.18362857142857142,0.1901809523809524,0.19679047619047618
59,Woodard’s unique venue rests extreme attention on customer dedication after sales.,0.0049975705,0.0707001408752404,0.2467619047619048,1.6913542e-05,0.008113004,0.006888075149618,0.0212016517296433,0.011489645,0.26142857142857145,0.11476190476190476,0.24714285714285714,0.42238095238095236,0.2976190476190476,0.34523809523809523,0.5219047619047619,0.31523809523809526,0.2597285714285714,0.2633904761904762,0.239752380952381,0.28361428571428576
60,"If it is combined effectively there ende ing in a book, and when he was asked to be a book, he would be a book.",0.014086812,0.1305802847447497,0.6015714285714286,6.137399e-06,0.0051884274,0.0245728859057029,0.0623973631610473,0.019562729,0.6066666666666667,0.5557142857142857,0.6061904761904762,0.3657142857142857,0.25,0.62,0.66,0.4938095238095238,0.5864666666666668,0.5777142857142856,0.5994952380952381,0.5655380952380952
61,Group butter in plastic beeder rectangular pan) and sprinklsugar over top.,0.0071986043,0.0952076207266384,0.4735714285714285,0.0008344109,0.14480211,0.0107675121786693,0.0279562038679917,0.03208357,0.48238095238095235,0.3942857142857143,0.4804761904761905,0.5747619047619048,0.5471428571428572,0.5257142857142857,0.5776190476190476,0.5680952380952381,0.48163333333333336,0.483695238095238,0.46989523809523814,0.4966761904761905
62,"There is two hours of free after parking, be sure and take advantage off it.",0.004972648,0.0987474109436604,0.2736666666666666,2.5846938e-09,0.0003416515,0.0059488303183267,0.0123956405247251,0.00917067,0.2571428571428571,0.42238095238095236,0.2733333333333333,0.01380952380952381,0.05095238095238095,0.2019047619047619,0.2180952380952381,0.17904761904761904,0.2562095238095239,0.2521285714285714,0.28157142857142853,0.22100476190476187
